Reservation_ID,Date,Reservation_Time,Party_Size,Service,Source,Status,Booked_At,Lead_Time_Days,Guest_Name,Guest_Email,Guest_Phone,Guest_Notes,Special_Request,Table_ID,Seated_Time,Departed_Time,Turn_Time_Minutes,Wait_Time_Minutes,Server_Assigned
RES-000312,2026-03-08,2026-03-08 19:22:41,2,Dinner,Walk-In,Completed,2026-03-01 07:22:41,7,Maria Cho,maria.cho@hotmail.com,604-594-7567,First time,Window seat preferred,2-TOP-05,2026-03-08 19:22:41,2026-03-08 20:59:41,97,0,Emma W.
RES-000323,2026-03-08,2026-03-08 19:26:10,2,Dinner,OpenTable,Completed,2026-03-05 09:26:10,3,Amanda Phillips,amanda.phillips@yahoo.ca,,,,2-TOP-07,2026-03-08 19:36:10,2026-03-08 21:08:10,92,10,Maya C.
RES-000318,2026-03-08,2026-03-08 19:27:59,2,Dinner,Resy,Completed,2026-03-08 18:27:59,0,Ingrid Phillips,,604-713-8475,Business dinner,,2-TOP-02,2026-03-08 19:27:59,2026-03-08 21:07:59,100,0,Maya C.
RES-000317,2026-03-08,2026-03-08 19:40:16,4,Dinner,Resy,Completed,2026-03-07 14:40:16,1,Soo-Yeon Walker,soo-yeon.walker@shaw.ca,604-357-7433,Regular — prefers patio,,4-TOP-02,2026-03-08 19:40:16,2026-03-08 21:21:16,101,0,Jake T.
RES-000304,2026-03-08,2026-03-08 19:47:13,2,Dinner,Resy,Completed,2026-03-08 16:47:13,0,Mason Patel,,,Regular — prefers patio,High chair needed,2-TOP-07,2026-03-08 19:47:13,2026-03-08 21:39:13,112,0,Jake T.
RES-000314,2026-03-08,2026-03-08 19:47:33,3,Dinner,OpenTable,Completed,2026-03-08 17:47:33,0,Natasha Wright,natasha.wright@yahoo.ca,604-205-8063,Business dinner,Anniversary dinner — candle on dessert,4-TOP-02,2026-03-08 19:50:33,2026-03-08 21:49:33,119,3,Sarah M.
RES-000310,2026-03-08,2026-03-08 19:54:50,1,Dinner,Resy,Completed,2026-03-08 17:54:50,0,James Hall,,,Regular — prefers patio,Window seat preferred,2-TOP-05,2026-03-08 19:57:50,2026-03-08 21:42:50,105,3,Sarah M.
RES-000309,2026-03-08,2026-03-08 20:04:32,3,Dinner,OpenTable,Late Cancel,2026-03-08 11:04:32,0,Tyler Brown,tyler.brown@outlook.com,604-424-9587,,,4-TOP-03,,,,,
RES-000298,2026-03-08,2026-03-08 20:04:55,2,Dinner,Resy,Completed,2026-03-08 09:04:55,0,Omar Adams,omar.adams@gmail.com,604-895-7872,Wine enthusiast,,2-TOP-06,2026-03-08 20:07:55,2026-03-08 22:01:55,114,3,Sarah M.
RES-000327,2026-03-08,2026-03-08 20:05:50,3,Dinner,OpenTable,Completed,2026-03-08 08:05:50,0,Rebecca Brown,rebecca.brown@icloud.com,604-695-2576,,,4-TOP-09,2026-03-08 20:13:50,2026-03-08 22:12:50,119,8,Emma W.
RES-000319,2026-03-08,2026-03-08 20:08:27,6,Dinner,OpenTable,Completed,2026-03-05 12:08:27,3,Priya Tanaka,,604-880-5101,First time,High chair needed,6-TOP-01,2026-03-08 20:11:27,2026-03-08 21:55:27,104,3,Maya C.
RES-000322,2026-03-08,2026-03-08 20:17:59,4,Dinner,Resy,No-Show,2026-03-06 10:17:59,2,Lucas Petrov,,604-330-1147,Wine enthusiast,High chair needed,4-TOP-04,,,,,
RES-000297,2026-03-08,2026-03-08 20:26:08,1,Dinner,Phone,Completed,2026-03-07 16:26:08,1,Charlotte Park,charlotte.park@shaw.ca,604-610-3395,First time,Window seat preferred,2-TOP-02,2026-03-08 20:26:08,2026-03-08 21:53:08,87,0,David L.
RES-000324,2026-03-08,2026-03-08 20:26:11,2,Dinner,OpenTable,Completed,2026-03-08 10:26:11,0,Noah Turner,noah.turner@shaw.ca,604-734-3550,,Anniversary dinner — candle on dessert,2-TOP-05,2026-03-08 20:26:11,2026-03-08 21:49:11,83,0,David L.
RES-000333,2026-03-09,2026-03-09 11:49:29,6,Lunch,Phone,Completed,2026-03-08 04:49:29,1,Nicole Yamamoto,,604-857-8871,VIP guest,Window seat preferred,6-TOP-01,2026-03-09 11:54:29,2026-03-09 13:37:29,103,5,Maya C.
RES-000329,2026-03-09,2026-03-09 12:52:54,3,Lunch,OpenTable,Completed,2026-03-09 02:52:54,0,Chris Parker,,604-742-5787,Regular — prefers patio,High chair needed,4-TOP-02,2026-03-09 13:07:54,2026-03-09 14:26:54,79,15,Maya C.
RES-000332,2026-03-09,2026-03-09 13:09:55,6,Lunch,OpenTable,Completed,2026-02-23 13:09:55,14,Sven Johansson,,604-798-7735,,Anniversary dinner — candle on dessert,6-TOP-01,2026-03-09 13:14:55,2026-03-09 14:50:55,96,5,Maya C.
RES-000331,2026-03-09,2026-03-09 13:15:07,3,Lunch,Resy,Completed,2026-03-08 12:15:07,1,Mason Suzuki,mason.suzuki@gmail.com,604-951-5452,First time,,4-TOP-01,2026-03-09 13:15:07,2026-03-09 14:14:07,59,0,Jake T.
RES-000330,2026-03-09,2026-03-09 13:22:23,2,Lunch,Phone,No-Show,2026-03-06 10:22:23,3,Dmitri Yamamoto,dmitri.yamamoto@gmail.com,604-577-7611,,Quiet table please,2-TOP-08,,,,,
RES-000344,2026-03-09,2026-03-09 17:32:23,6,Dinner,OpenTable,Completed,2026-03-09 11:32:23,0,Soo-Yeon Rossi,,604-329-4128,Business dinner,Gluten-free needed,6-TOP-02,2026-03-09 17:37:23,2026-03-09 19:59:23,142,5,Jake T.
RES-000338,2026-03-09,2026-03-09 17:38:09,4,Dinner,OpenTable,Completed,2026-03-09 14:38:09,0,Chris Walker,chris.walker@hotmail.com,604-694-3066,VIP guest,,4-TOP-06,2026-03-09 17:48:09,2026-03-09 19:27:09,99,10,David L.
RES-000348,2026-03-09,2026-03-09 18:06:08,5,Dinner,Phone,Completed,2026-03-07 18:06:08,2,Kevin Chen,kevin.chen@icloud.com,604-371-8253,Celebrating birthday,Allergic to shellfish,6-TOP-01,2026-03-09 18:09:08,2026-03-09 19:44:08,95,3,Jake T.
RES-000342,2026-03-09,2026-03-09 18:27:44,2,Dinner,Website,Completed,2026-03-02 11:27:44,7,Emily Wright,emily.wright@gmail.com,604-731-1524,First time,,2-TOP-06,2026-03-09 18:27:44,2026-03-09 19:56:44,89,0,David L.
RES-000340,2026-03-09,2026-03-09 18:35:01,4,Dinner,Walk-In,Completed,2026-03-09 16:35:01,0,Nicole Mueller,,604-929-8077,First time,Window seat preferred,4-TOP-07,2026-03-09 18:35:01,2026-03-09 20:10:01,95,0,Maya C.
RES-000336,2026-03-09,2026-03-09 18:45:07,2,Dinner,OpenTable,Completed,2026-03-06 11:45:07,3,Priya Martinez,priya.martinez@gmail.com,604-359-8338,,Quiet table please,2-TOP-08,2026-03-09 18:45:07,2026-03-09 20:20:07,95,0,Aisha R.
RES-000345,2026-03-09,2026-03-09 18:51:35,2,Dinner,OpenTable,Completed,2026-03-09 18:51:35,0,David Scott,david.scott@yahoo.ca,604-264-6999,First time,Vegetarian menu requested,2-TOP-02,2026-03-09 18:59:35,2026-03-09 20:51:35,112,8,David L.
RES-000337,2026-03-09,2026-03-09 19:15:55,4,Dinner,OpenTable,Completed,2026-03-09 10:15:55,0,Sarah Morris,sarah.morris@icloud.com,604-303-8980,First time,Window seat preferred,4-TOP-07,2026-03-09 19:15:55,2026-03-09 20:40:55,85,0,David L.
RES-000335,2026-03-09,2026-03-09 19:20:44,4,Dinner,Resy,Completed,2026-03-09 13:20:44,0,James Johansson,james.johansson@hotmail.com,604-429-1328,,,4-TOP-05,2026-03-09 19:20:44,2026-03-09 20:38:44,78,0,Aisha R.
RES-000343,2026-03-09,2026-03-09 19:23:54,3,Dinner,Walk-In,Completed,2026-03-09 14:23:54,0,Hiroshi Ivanov,hiroshi.ivanov@hotmail.com,604-322-1494,,Anniversary dinner — candle on dessert,4-TOP-08,2026-03-09 19:23:54,2026-03-09 21:01:54,98,0,David L.
RES-000334,2026-03-09,2026-03-09 19:24:46,6,Dinner,Resy,Completed,2026-03-06 08:24:46,3,Taylor Stewart,taylor.stewart@gmail.com,,,Gluten-free needed,6-TOP-02,2026-03-09 19:32:46,2026-03-09 21:17:46,105,8,Aisha R.
RES-000339,2026-03-09,2026-03-09 19:41:10,6,Dinner,OpenTable,Late Cancel,2026-03-08 13:41:10,1,Rachel Walker,,604-233-4027,,,6-TOP-02,,,,,
RES-000347,2026-03-09,2026-03-09 20:09:31,3,Dinner,OpenTable,Late Cancel,2026-03-09 08:09:31,0,Megan Torres,megan.torres@hotmail.com,604-352-8070,,,4-TOP-06,,,,,
RES-000341,2026-03-09,2026-03-09 20:17:00,2,Dinner,Phone,Late Cancel,2026-03-09 10:17:00,0,Brian Morris,,,,,2-TOP-05,,,,,
RES-000346,2026-03-09,2026-03-09 20:27:23,1,Dinner,Resy,Completed,2026-03-08 11:27:23,1,Hiroshi Martin,hiroshi.martin@outlook.com,604-402-5376,Regular — prefers patio,Allergic to shellfish,2-TOP-05,2026-03-09 20:32:23,2026-03-09 22:29:23,117,5,Aisha R.
RES-000353,2026-03-10,2026-03-10 12:02:09,2,Lunch,Walk-In,Completed,2026-03-10 02:02:09,0,Brandon Nakamura,brandon.nakamura@shaw.ca,604-493-3605,VIP guest,,2-TOP-05,2026-03-10 12:05:09,2026-03-10 13:15:09,70,3,Sarah M.
RES-000350,2026-03-10,2026-03-10 12:08:14,2,Lunch,Website,Completed,2026-03-08 00:08:14,2,Sophia Parker,sophia.parker@icloud.com,604-913-7215,Celebrating birthday,Gluten-free needed,2-TOP-06,2026-03-10 12:08:14,2026-03-10 13:23:14,75,0,Sarah M.
RES-000354,2026-03-10,2026-03-10 12:09:40,3,Lunch,Phone,No-Show,2026-03-10 01:09:40,0,Tyler Costa,tyler.costa@outlook.com,604-281-8437,,,4-TOP-10,,,,,
RES-000349,2026-03-10,2026-03-10 12:14:27,4,Lunch,Resy,Completed,2026-03-09 09:14:27,1,Daniel Baker,daniel.baker@gmail.com,604-401-4534,Celebrating birthday,,4-TOP-05,2026-03-10 12:14:27,2026-03-10 13:39:27,85,0,Emma W.
RES-000355,2026-03-10,2026-03-10 12:21:10,2,Lunch,Walk-In,Completed,2026-03-10 06:21:10,0,Sven Parker,sven.parker@yahoo.ca,,Business dinner,Vegetarian menu requested,2-TOP-05,2026-03-10 12:29:10,2026-03-10 13:31:10,62,8,Emma W.
RES-000351,2026-03-10,2026-03-10 12:43:54,2,Lunch,Walk-In,No-Show,2026-03-10 11:43:54,0,Nicole Carter,nicole.carter@icloud.com,,VIP guest,,2-TOP-05,,,,,
RES-000352,2026-03-10,2026-03-10 12:45:22,2,Lunch,OpenTable,Canceled,2026-03-07 09:45:22,3,Ashley Wright,ashley.wright@hotmail.com,,Business dinner,Gluten-free needed,2-TOP-07,,,,,
RES-000365,2026-03-10,2026-03-10 17:44:53,6,Dinner,Resy,Completed,2026-03-10 06:44:53,0,Sophia Mueller,,604-696-8160,,,6-TOP-02,2026-03-10 17:44:53,2026-03-10 19:51:53,127,0,Emma W.
RES-000360,2026-03-10,2026-03-10 17:50:37,2,Dinner,OpenTable,No-Show,2026-03-10 16:50:37,0,Charlotte Campbell,charlotte.campbell@hotmail.com,604-430-2501,First time,,2-TOP-04,,,,,
RES-000372,2026-03-10,2026-03-10 17:51:20,1,Dinner,Phone,Completed,2026-03-10 10:51:20,0,Ravi Watanabe,,604-749-1097,First time,Quiet table please,2-TOP-01,2026-03-10 17:54:20,2026-03-10 19:20:20,86,3,Aisha R.
RES-000356,2026-03-10,2026-03-10 18:06:25,6,Dinner,Phone,Completed,2026-03-10 15:06:25,0,Mason Costa,mason.costa@outlook.com,,First time,,6-TOP-02,2026-03-10 18:09:25,2026-03-10 20:12:25,123,3,Emma W.
RES-000366,2026-03-10,2026-03-10 18:08:20,3,Dinner,OpenTable,Completed,2026-03-10 12:08:20,0,Olivia Watanabe,olivia.watanabe@icloud.com,,VIP guest,Vegetarian menu requested,4-TOP-09,2026-03-10 18:08:20,2026-03-10 19:54:20,106,0,Aisha R.
RES-000363,2026-03-10,2026-03-10 18:10:46,4,Dinner,OpenTable,Completed,2026-03-10 15:10:46,0,Omar Allen,omar.allen@shaw.ca,604-612-1868,Business dinner,,4-TOP-03,2026-03-10 18:20:46,2026-03-10 19:52:46,92,10,Sarah M.
RES-000362,2026-03-10,2026-03-10 18:24:29,2,Dinner,Walk-In,Completed,2026-03-09 18:24:29,1,Ryan Ivanov,,604-876-5741,VIP guest,,2-TOP-03,2026-03-10 18:24:29,2026-03-10 20:14:29,110,0,Sarah M.
RES-000374,2026-03-10,2026-03-10 18:36:13,1,Dinner,Resy,Completed,2026-03-10 16:36:13,0,Ingrid White,,604-747-4638,VIP guest,Quiet table please,2-TOP-04,2026-03-10 18:51:13,2026-03-10 20:23:13,92,15,Maya C.
RES-000367,2026-03-10,2026-03-10 18:36:56,2,Dinner,Resy,Completed,2026-03-10 06:36:56,0,Brian Young,brian.young@gmail.com,604-577-1345,Celebrating birthday,Quiet table please,2-TOP-02,2026-03-10 18:44:56,2026-03-10 20:20:56,96,8,Aisha R.
RES-000371,2026-03-10,2026-03-10 18:37:14,3,Dinner,Resy,Canceled,2026-03-03 09:37:14,7,Natasha Torres,natasha.torres@gmail.com,604-520-5121,First time,Vegetarian menu requested,4-TOP-02,,,,,
RES-000359,2026-03-10,2026-03-10 18:41:15,4,Dinner,OpenTable,No-Show,2026-03-03 12:41:15,7,Wei Adams,wei.adams@gmail.com,604-605-4637,Regular — prefers patio,,4-TOP-06,,,,,
RES-000370,2026-03-10,2026-03-10 18:45:09,2,Dinner,Resy,Completed,2026-03-09 14:45:09,1,Nicole Costa,,604-591-9830,First time,High chair needed,2-TOP-02,2026-03-10 18:45:09,2026-03-10 20:27:09,102,0,Maya C.
RES-000364,2026-03-10,2026-03-10 18:57:34,4,Dinner,Walk-In,Completed,2026-03-10 10:57:34,0,Sarah Mueller,sarah.mueller@yahoo.ca,604-284-6174,,Anniversary dinner — candle on dessert,4-TOP-04,2026-03-10 18:57:34,2026-03-10 20:32:34,95,0,Emma W.
RES-000373,2026-03-10,2026-03-10 19:04:23,3,Dinner,OpenTable,Completed,2026-03-03 12:04:23,7,Jessica Green,jessica.green@outlook.com,604-818-3610,Wine enthusiast,Vegetarian menu requested,4-TOP-03,2026-03-10 19:04:23,2026-03-10 20:56:23,112,0,Maya C.
RES-000358,2026-03-10,2026-03-10 19:34:14,1,Dinner,Resy,Canceled,2026-03-10 15:34:14,0,Amanda Tanaka,,604-304-2131,Celebrating birthday,Vegetarian menu requested,2-TOP-03,,,,,
RES-000368,2026-03-10,2026-03-10 19:35:02,3,Dinner,Resy,Completed,2026-03-10 14:35:02,0,Jessica Lewis,jessica.lewis@yahoo.ca,604-506-5571,Celebrating birthday,,4-TOP-03,2026-03-10 19:43:02,2026-03-10 21:23:02,100,8,Emma W.
RES-000357,2026-03-10,2026-03-10 19:47:24,6,Dinner,OpenTable,Completed,2026-03-10 08:47:24,0,Samantha Turner,samantha.turner@icloud.com,,Regular — prefers patio,,6-TOP-02,2026-03-10 19:57:24,2026-03-10 21:43:24,106,10,Aisha R.
RES-000369,2026-03-10,2026-03-10 20:11:01,3,Dinner,OpenTable,Completed,2026-03-10 15:11:01,0,Lauren Jackson,lauren.jackson@icloud.com,604-989-3896,Wine enthusiast,,4-TOP-07,2026-03-10 20:21:01,2026-03-10 22:04:01,103,10,Maya C.
RES-000361,2026-03-10,2026-03-10 20:27:02,4,Dinner,Phone,Completed,2026-03-09 16:27:02,1,Nathan Brown,,604-624-1454,,,4-TOP-08,2026-03-10 20:27:02,2026-03-10 21:48:02,81,0,Emma W.
RES-000382,2026-03-11,2026-03-11 11:33:59,3,Lunch,OpenTable,Completed,2026-03-10 08:33:59,1,Olivia Cho,olivia.cho@icloud.com,604-455-6271,Wine enthusiast,,4-TOP-07,2026-03-11 11:41:59,2026-03-11 13:05:59,84,8,Maya C.
RES-000381,2026-03-11,2026-03-11 11:41:25,2,Lunch,Phone,Completed,2026-03-09 23:41:25,1,Michael Green,michael.green@shaw.ca,604-289-6257,VIP guest,,2-TOP-07,2026-03-11 11:46:25,2026-03-11 13:06:25,80,5,Jake T.
RES-000375,2026-03-11,2026-03-11 11:43:00,3,Lunch,Walk-In,Completed,2026-03-06 04:43:00,5,Claire Yamamoto,claire.yamamoto@outlook.com,,,,4-TOP-03,2026-03-11 11:43:00,2026-03-11 12:51:00,68,0,Maya C.
RES-000380,2026-03-11,2026-03-11 11:48:14,1,Lunch,OpenTable,Completed,2026-03-11 00:48:14,0,Claire Patel,,604-857-6645,,Vegetarian menu requested,2-TOP-04,2026-03-11 11:56:14,2026-03-11 13:15:14,79,8,Aisha R.
RES-000376,2026-03-11,2026-03-11 11:55:52,4,Lunch,OpenTable,No-Show,2026-03-09 05:55:52,2,Pierre Mitchell,pierre.mitchell@yahoo.ca,604-955-6032,,Quiet table please,4-TOP-02,,,,,
RES-000379,2026-03-11,2026-03-11 12:03:43,4,Lunch,Walk-In,Completed,2026-03-10 12:03:43,1,Sven Mueller,sven.mueller@gmail.com,604-986-2599,Celebrating birthday,Window seat preferred,4-TOP-10,2026-03-11 12:11:43,2026-03-11 13:26:43,75,8,Jake T.
RES-000383,2026-03-11,2026-03-11 12:26:39,4,Lunch,Phone,Completed,2026-03-11 10:26:39,0,Isabella Yamamoto,,604-634-8598,,,4-TOP-07,2026-03-11 12:36:39,2026-03-11 13:46:39,70,10,Aisha R.
RES-000378,2026-03-11,2026-03-11 13:01:30,4,Lunch,OpenTable,Completed,2026-03-11 07:01:30,0,Fatima Kim,fatima.kim@outlook.com,,Business dinner,Quiet table please,4-TOP-04,2026-03-11 13:09:30,2026-03-11 14:04:30,55,8,David L.
RES-000377,2026-03-11,2026-03-11 13:23:15,2,Lunch,Resy,Completed,2026-03-10 08:23:15,1,Nathan Collins,nathan.collins@outlook.com,604-525-8526,VIP guest,Allergic to shellfish,2-TOP-08,2026-03-11 13:28:15,2026-03-11 14:41:15,73,5,Maya C.
RES-000396,2026-03-11,2026-03-11 17:31:44,2,Dinner,OpenTable,Completed,2026-03-11 15:31:44,0,Carlos Costa,carlos.costa@hotmail.com,604-941-3532,,,2-TOP-01,2026-03-11 17:34:44,2026-03-11 18:52:44,78,3,David L.
RES-000398,2026-03-11,2026-03-11 17:45:28,1,Dinner,Phone,Completed,2026-03-11 15:45:28,0,Samantha Ivanov,,604-358-7699,Regular — prefers patio,Allergic to shellfish,2-TOP-04,2026-03-11 17:53:28,2026-03-11 19:23:28,90,8,Aisha R.
RES-000391,2026-03-11,2026-03-11 17:56:41,4,Dinner,Phone,No-Show,2026-03-11 07:56:41,0,Natasha Costa,natasha.costa@shaw.ca,604-281-3775,Wine enthusiast,High chair needed,4-TOP-10,,,,,
RES-000390,2026-03-11,2026-03-11 18:02:18,4,Dinner,Walk-In,Completed,2026-03-11 18:02:18,0,Nathan Rossi,nathan.rossi@outlook.com,604-698-7945,,Window seat preferred,4-TOP-06,2026-03-11 18:02:18,2026-03-11 19:33:18,91,0,David L.
RES-000387,2026-03-11,2026-03-11 18:03:19,2,Dinner,Resy,Completed,2026-03-11 06:03:19,0,Brian Hill,brian.hill@gmail.com,604-273-8559,,,2-TOP-02,2026-03-11 18:11:19,2026-03-11 19:35:19,84,8,Aisha R.
RES-000395,2026-03-11,2026-03-11 18:03:33,1,Dinner,OpenTable,Completed,2026-03-11 12:03:33,0,Tyler Hill,tyler.hill@gmail.com,604-573-9908,Business dinner,,2-TOP-01,2026-03-11 18:13:33,2026-03-11 20:03:33,110,10,David L.
RES-000392,2026-03-11,2026-03-11 18:30:51,2,Dinner,OpenTable,Completed,2026-03-06 18:30:51,5,Kevin Garcia,kevin.garcia@gmail.com,604-653-9025,Regular — prefers patio,Window seat preferred,2-TOP-02,2026-03-11 18:35:51,2026-03-11 20:11:51,96,5,Jake T.
RES-000384,2026-03-11,2026-03-11 18:31:01,4,Dinner,OpenTable,Completed,2026-03-10 15:31:01,1,Stephanie Torres,stephanie.torres@shaw.ca,604-694-1396,Business dinner,,4-TOP-10,2026-03-11 18:36:01,2026-03-11 20:12:01,96,5,David L.
RES-000388,2026-03-11,2026-03-11 18:53:16,4,Dinner,OpenTable,Completed,2026-03-11 08:53:16,0,Michael King,,604-899-6448,,Quiet table please,4-TOP-09,2026-03-11 18:53:16,2026-03-11 20:27:16,94,0,Maya C.
RES-000386,2026-03-11,2026-03-11 18:56:33,2,Dinner,Phone,Completed,2026-03-10 11:56:33,1,Carlos Torres,carlos.torres@gmail.com,604-306-8247,,Quiet table please,2-TOP-05,2026-03-11 18:56:33,2026-03-11 20:56:33,120,0,Jake T.
RES-000400,2026-03-11,2026-03-11 19:02:23,5,Dinner,Resy,Completed,2026-02-25 11:02:23,14,Ethan Lewis,ethan.lewis@outlook.com,604-823-2596,,High chair needed,6-TOP-02,2026-03-11 19:07:23,2026-03-11 21:04:23,117,5,Maya C.
RES-000401,2026-03-11,2026-03-11 19:03:13,1,Dinner,Resy,Completed,2026-03-11 08:03:13,0,Ashley Mueller,,,,Window seat preferred,2-TOP-05,2026-03-11 19:06:13,2026-03-11 20:41:13,95,3,Jake T.
RES-000394,2026-03-11,2026-03-11 19:13:16,4,Dinner,Resy,Completed,2026-03-11 08:13:16,0,Isabella Kim,isabella.kim@icloud.com,604-630-5125,,Window seat preferred,4-TOP-06,2026-03-11 19:18:16,2026-03-11 21:08:16,110,5,Maya C.
RES-000385,2026-03-11,2026-03-11 19:17:43,2,Dinner,Phone,No-Show,2026-03-11 15:17:43,0,Nicole Scott,nicole.scott@hotmail.com,,,,2-TOP-04,,,,,
RES-000397,2026-03-11,2026-03-11 19:18:36,4,Dinner,Walk-In,Late Cancel,2026-03-09 12:18:36,2,Omar Edwards,omar.edwards@gmail.com,604-270-6708,Celebrating birthday,Allergic to shellfish,4-TOP-02,,,,,
RES-000389,2026-03-11,2026-03-11 19:42:19,2,Dinner,Resy,Completed,2026-03-11 13:42:19,0,Jessica Gonzalez,jessica.gonzalez@outlook.com,604-821-5688,Business dinner,Vegetarian menu requested,2-TOP-03,2026-03-11 19:42:19,2026-03-11 21:13:19,91,0,Aisha R.
RES-000399,2026-03-11,2026-03-11 19:59:10,4,Dinner,OpenTable,Completed,2026-03-09 09:59:10,2,Jin Edwards,jin.edwards@icloud.com,604-823-2449,Celebrating birthday,,4-TOP-01,2026-03-11 20:07:10,2026-03-11 21:36:10,89,8,Jake T.
RES-000393,2026-03-11,2026-03-11 20:04:00,4,Dinner,OpenTable,Completed,2026-03-11 11:04:00,0,Liam Chen,,604-396-1471,Celebrating birthday,Anniversary dinner — candle on dessert,4-TOP-09,2026-03-11 20:04:00,2026-03-11 21:55:00,111,0,David L.
RES-000402,2026-03-11,2026-03-11 20:16:02,2,Dinner,Resy,Completed,2026-03-10 09:16:02,1,Kevin Robinson,kevin.robinson@yahoo.ca,,,Allergic to shellfish,2-TOP-02,2026-03-11 20:31:02,2026-03-11 21:53:02,82,15,Maya C.
RES-000404,2026-03-12,2026-03-12 11:55:23,2,Lunch,Resy,Completed,2026-03-09 08:55:23,3,Daniel Adams,,604-652-9003,,High chair needed,2-TOP-06,2026-03-12 12:00:23,2026-03-12 13:13:23,73,5,Sarah M.
RES-000410,2026-03-12,2026-03-12 11:55:23,4,Lunch,Resy,Completed,2026-03-12 10:55:23,0,Jin Flores,jin.flores@shaw.ca,,,Anniversary dinner — candle on dessert,4-TOP-04,2026-03-12 12:03:23,2026-03-12 13:05:23,62,8,Sarah M.
RES-000409,2026-03-12,2026-03-12 11:56:45,2,Lunch,OpenTable,No-Show,2026-03-12 10:56:45,0,Brandon Kim,brandon.kim@gmail.com,604-989-5172,Celebrating birthday,,2-TOP-05,,,,,
RES-000408,2026-03-12,2026-03-12 12:14:30,4,Lunch,OpenTable,Completed,2026-03-11 08:14:30,1,Stephanie Schmidt,stephanie.schmidt@outlook.com,604-451-9913,VIP guest,,4-TOP-05,2026-03-12 12:14:30,2026-03-12 13:38:30,84,0,Sarah M.
RES-000405,2026-03-12,2026-03-12 12:20:45,4,Lunch,Phone,Completed,2026-03-12 08:20:45,0,Michael Gonzalez,michael.gonzalez@outlook.com,604-617-2680,,,4-TOP-06,2026-03-12 12:20:45,2026-03-12 13:38:45,78,0,Sarah M.
RES-000403,2026-03-12,2026-03-12 12:21:29,5,Lunch,OpenTable,Completed,2026-03-11 07:21:29,1,Soo-Yeon Lewis,soo-yeon.lewis@gmail.com,,,Anniversary dinner — candle on dessert,6-TOP-02,2026-03-12 12:29:29,2026-03-12 14:03:29,94,8,Sarah M.
RES-000406,2026-03-12,2026-03-12 12:33:03,3,Lunch,Resy,Canceled,2026-03-11 07:33:03,1,Megan Watanabe,megan.watanabe@icloud.com,604-383-6831,,Vegetarian menu requested,4-TOP-01,,,,,
RES-000414,2026-03-12,2026-03-12 12:36:25,2,Lunch,Website,Completed,2026-03-12 00:36:25,0,Michael Stewart,michael.stewart@icloud.com,604-837-3357,,,2-TOP-01,2026-03-12 12:39:25,2026-03-12 13:45:25,66,3,Jake T.
RES-000412,2026-03-12,2026-03-12 12:42:10,6,Lunch,OpenTable,Completed,2026-03-12 02:42:10,0,Brian Flores,brian.flores@gmail.com,604-262-3527,Wine enthusiast,Allergic to shellfish,6-TOP-01,2026-03-12 12:42:10,2026-03-12 14:14:10,92,0,Sarah M.
RES-000407,2026-03-12,2026-03-12 13:04:05,2,Lunch,OpenTable,Completed,2026-03-09 11:04:05,3,Ashley Tanaka,ashley.tanaka@yahoo.ca,604-446-8890,Celebrating birthday,,2-TOP-04,2026-03-12 13:04:05,2026-03-12 14:29:05,85,0,Maya C.
RES-000411,2026-03-12,2026-03-12 13:07:45,5,Lunch,Walk-In,Canceled,2026-03-10 11:07:45,2,Kevin Collins,,604-592-1276,Business dinner,,6-TOP-02,,,,,
RES-000413,2026-03-12,2026-03-12 13:08:43,2,Lunch,Walk-In,Completed,2026-03-12 08:08:43,0,Noah Mueller,noah.mueller@yahoo.ca,604-265-2138,Regular — prefers patio,,2-TOP-04,2026-03-12 13:23:43,2026-03-12 14:32:43,69,15,Emma W.
RES-000436,2026-03-12,2026-03-12 17:30:53,5,Dinner,Walk-In,Completed,2026-03-12 17:30:53,0,Maria Brown,,604-482-2847,Regular — prefers patio,,6-TOP-01,2026-03-12 17:30:53,2026-03-12 19:37:53,127,0,Jake T.
RES-000429,2026-03-12,2026-03-12 17:33:11,3,Dinner,Phone,Completed,2026-03-11 11:33:11,1,Stephanie Yamamoto,stephanie.yamamoto@outlook.com,604-936-2571,Wine enthusiast,Quiet table please,4-TOP-05,2026-03-12 17:33:11,2026-03-12 19:18:11,105,0,Sarah M.
RES-000416,2026-03-12,2026-03-12 17:36:24,5,Dinner,Resy,Completed,2026-03-05 15:36:24,7,Sven Scott,,604-421-5841,,Anniversary dinner — candle on dessert,6-TOP-01,2026-03-12 17:36:24,2026-03-12 19:37:24,121,0,Jake T.
RES-000420,2026-03-12,2026-03-12 17:47:03,6,Dinner,Walk-In,Completed,2026-03-12 08:47:03,0,Yuki Schmidt,,604-565-2874,VIP guest,,6-TOP-01,2026-03-12 17:50:03,2026-03-12 19:57:03,127,3,Maya C.
RES-000415,2026-03-12,2026-03-12 17:49:16,2,Dinner,Resy,Completed,2026-03-12 14:49:16,0,Wei Johansson,wei.johansson@icloud.com,,Celebrating birthday,,2-TOP-04,2026-03-12 17:49:16,2026-03-12 19:44:16,115,0,Sarah M.
RES-000432,2026-03-12,2026-03-12 17:52:31,4,Dinner,Phone,Completed,2026-03-10 16:52:31,2,Ryan Hall,,604-414-7940,Celebrating birthday,Allergic to shellfish,4-TOP-01,2026-03-12 17:57:31,2026-03-12 19:18:31,81,5,Sarah M.
