Receipt_ID,Sequence_Number,Creation_Date,Finalized_Date,Status,Type,Void_Status,Table_ID,Table_Name,Floor_ID,Floor_Name,Course_Number,User_ID,Username,Customer_ID,Customer_Name,Customer_Email,Number_of_Seats,Net_Total,Taxes,Total,Tip,Extra,Parent_ID,Has_Children,Delivery_Date
R000725.01,725,2026-03-08 17:46:00,2026-03-08 18:27:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1003,Mika T.,,,,3,285.00,GST: $14.25,305.85,57.00,,,False,
R000726.01,726,2026-03-08 19:39:00,2026-03-08 21:02:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1003,Mika T.,C-0016,Lisa Silva,lisa.silva63@gmail.com,2,132.00,GST: $6.60,140.10,26.40,,,False,
R000727.01,727,2026-03-08 18:02:00,2026-03-08 18:59:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1001,Sarah M.,,,,2,154.00,GST: $7.70,165.70,38.50,,,False,
R000728.01,728,2026-03-08 18:09:00,2026-03-08 19:16:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1003,Mika T.,,,,4,257.00,GST: $12.85,275.05,38.55,,,False,
R000729.01,729,2026-03-08 17:53:00,2026-03-08 18:22:00,Paid,Takeout,,T-10,Table 10,F-001,Main Dining,,U-1006,Olivia C.,C-0038,Daniel Morris,daniel.morris86@gmail.com,2,212.00,GST: $10.60,229.80,31.80,,,False,
R000730.01,730,2026-03-08 20:55:00,2026-03-08 21:58:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1004,Priya S.,C-0113,Leo Silva,leo.silva54@gmail.com,4,264.80,GST: $13.24,282.94,66.20,,,False,
R000731.01,731,2026-03-08 19:10:00,2026-03-08 20:43:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1006,Olivia C.,C-0111,David Petrov,david.petrov83@gmail.com,2,149.00,GST: $7.45,156.45,26.82,,,False,
R000732.01,732,2026-03-08 20:03:00,2026-03-08 20:59:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1002,James L.,C-0150,Laura Collins,laura.collins12@icloud.com,1,130.60,GST: $6.53,140.09,26.12,,,False,
R000733.01,733,2026-03-08 17:37:00,2026-03-08 19:15:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1004,Priya S.,,,,2,68.00,GST: $3.40,71.40,17.00,,,False,
R000734.01,734,2026-03-08 19:34:00,2026-03-08 20:33:00,Paid,Dine-In,,T-03,Table 3,F-001,Main Dining,,U-1006,Olivia C.,C-0134,Hans Rossi,hans.rossi6@outlook.com,2,156.00,GST: $7.80,166.40,31.20,,,False,
R000735.01,735,2026-03-08 19:37:00,2026-03-08 20:43:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1001,Sarah M.,C-0087,Andrew Walker,andrew.walker37@icloud.com,2,56.00,GST: $2.80,59.70,12.32,,,False,
R000736.01,736,2026-03-08 19:48:00,2026-03-08 21:07:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1006,Olivia C.,,,,2,128.00,GST: $6.40,137.60,23.04,,,False,
R000737.01,737,2026-03-08 17:59:00,2026-03-08 19:29:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1005,Dylan R.,,,,4,236.00,GST: $11.80,251.20,42.48,,,False,
R000738.01,738,2026-03-08 20:24:00,2026-03-08 21:44:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1005,Dylan R.,,,,2,184.00,GST: $9.20,195.90,27.60,,,False,
R000739.01,739,2026-03-08 20:13:00,2026-03-08 21:50:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1002,James L.,,,,2,150.00,GST: $7.50,159.10,37.50,,,False,
R000740.01,740,2026-03-08 18:52:00,2026-03-08 19:37:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1004,Priya S.,,,,2,103.00,GST: $5.15,108.15,18.54,,,False,
R000741.01,741,2026-03-08 20:40:00,2026-03-08 21:05:00,Paid,Takeout,,T-18,Patio 4,F-002,Patio,,U-1001,Sarah M.,,,,4,383.00,GST: $19.15,409.55,0.00,,,False,
R000742.01,742,2026-03-08 17:52:00,2026-03-08 19:03:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1004,Priya S.,,,,2,124.00,GST: $6.20,131.90,24.80,,,False,
R000743.01,743,2026-03-08 20:01:00,2026-03-08 21:30:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1006,Olivia C.,,,,5,339.00,GST: $16.95,362.65,50.85,,,False,
R000744.01,744,2026-03-08 20:46:00,2026-03-08 21:33:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1002,James L.,C-0099,Sita Silva,sita.silva31@yahoo.ca,3,206.00,GST: $10.30,219.10,30.90,,,False,
R000745.01,745,2026-03-08 20:28:00,2026-03-08 21:10:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1004,Priya S.,,,,4,295.50,GST: $14.78,316.62,53.19,,,False,
R000746.01,746,2026-03-08 20:04:00,2026-03-08 20:54:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1005,Dylan R.,,,,2,73.00,GST: $3.65,79.85,16.06,,,False,
R000747.01,747,2026-03-08 20:38:00,2026-03-08 21:21:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1002,James L.,,,,2,82.00,GST: $4.10,88.00,16.40,,,False,
R000748.01,748,2026-03-08 20:17:00,2026-03-08 21:43:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1002,James L.,C-0154,Samantha Bui,samantha.bui40@icloud.com,2,157.00,GST: $7.85,166.55,31.40,,,False,
R000749.01,749,2026-03-08 20:49:00,2026-03-08 22:12:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1001,Sarah M.,,,,2,114.00,GST: $5.70,124.30,20.52,,,False,
R000750.01,750,2026-03-08 19:06:00,2026-03-08 19:59:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1004,Priya S.,C-0152,Marco Johansson,marco.johansson99@hotmail.com,2,114.00,GST: $5.70,123.30,22.80,,,False,
R000751.01,751,2026-03-08 19:58:00,2026-03-08 21:38:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1006,Olivia C.,C-0130,Keith Sanchez,keith.sanchez73@icloud.com,2,58.00,GST: $2.90,60.90,10.44,,,False,
R000752.01,752,2026-03-08 20:25:00,2026-03-08 21:30:00,Paid,Dine-In,,T-24,Bar 4,F-003,Bar,,U-1004,Priya S.,,,,2,136.00,GST: $6.80,144.70,27.20,,,False,
R000753.01,753,2026-03-08 17:41:00,2026-03-08 18:00:00,Paid,Takeout,,T-16,Patio 2,F-002,Patio,,U-1002,James L.,,,,2,150.00,GST: $7.50,161.10,7.50,,,False,
R000754.01,754,2026-03-08 18:54:00,2026-03-08 20:14:00,Paid,Dine-In,,T-15,Patio 1,F-002,Patio,,U-1006,Olivia C.,C-0028,Lauren Hernandez,lauren.hernandez21@gmail.com,3,130.00,GST: $6.50,140.80,23.40,,,False,
R000755.01,755,2026-03-08 19:55:00,2026-03-08 21:04:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1001,Sarah M.,,,,2,56.00,GST: $2.80,60.60,11.20,,,False,
R000756.01,756,2026-03-08 17:32:00,2026-03-08 18:23:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1005,Dylan R.,,,,2,55.00,GST: $2.75,57.75,12.10,,,False,
R000757.01,757,2026-03-08 20:50:00,2026-03-08 21:47:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1003,Mika T.,,,,3,238.00,GST: $11.90,252.60,52.36,,,False,
R000758.01,758,2026-03-08 18:16:00,2026-03-08 19:42:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1001,Sarah M.,,,,4,261.00,GST: $13.05,277.45,65.25,,,False,
R000759.01,759,2026-03-08 17:58:00,2026-03-08 18:39:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1001,Sarah M.,C-0075,Greta Turner,greta.turner30@yahoo.ca,2,128.00,GST: $6.40,136.40,23.04,,,False,
R000760.01,760,2026-03-09 12:35:00,2026-03-09 13:50:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1006,Olivia C.,,,,2,149.00,GST: $7.45,159.85,29.80,,,False,
R000761.01,761,2026-03-09 13:15:00,2026-03-09 13:58:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1002,James L.,,,,6,391.00,GST: $19.55,420.85,58.65,,,False,
R000762.01,762,2026-03-09 13:06:00,2026-03-09 14:16:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1001,Sarah M.,,,,4,281.00,GST: $14.05,299.95,61.82,,,False,
R000763.01,763,2026-03-09 12:12:00,2026-03-09 13:51:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1001,Sarah M.,,,,2,201.00,GST: $10.05,218.15,30.15,,,False,
R000764.01,764,2026-03-09 11:32:00,2026-03-09 12:18:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1006,Olivia C.,,,,4,265.00,GST: $13.25,284.45,53.00,,,False,
R000765.01,765,2026-03-09 12:57:00,2026-03-09 13:48:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1002,James L.,,,,3,227.00,GST: $11.35,239.95,45.40,,,False,
R000766.01,766,2026-03-09 11:46:00,2026-03-09 13:20:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1004,Priya S.,,,,2,191.00,GST: $9.55,204.25,42.02,,,False,
R000767.01,767,2026-03-09 13:02:00,2026-03-09 14:12:00,Paid,Dine-In,,T-01,Table 1,F-001,Main Dining,,U-1003,Mika T.,C-0042,Zara Larsen,zara.larsen43@gmail.com,4,264.00,GST: $13.20,279.70,52.80,,,False,
R000768.01,768,2026-03-09 12:25:00,2026-03-09 13:44:00,Paid,Dine-In,,T-15,Patio 1,F-002,Patio,,U-1004,Priya S.,,,,2,184.00,GST: $9.20,198.50,40.48,,,False,
R000769.01,769,2026-03-09 12:38:00,2026-03-09 13:51:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1004,Priya S.,C-0095,Hugo Gonzalez,hugo.gonzalez53@gmail.com,4,260.30,GST: $13.02,276.44,57.27,,,False,
R000770.01,770,2026-03-09 11:35:00,2026-03-09 12:18:00,Paid,Dine-In,,T-15,Patio 1,F-002,Patio,,U-1005,Dylan R.,C-0082,Kevin Baker,kevin.baker55@gmail.com,1,87.00,GST: $4.35,93.85,19.14,,,False,
R000771.01,771,2026-03-09 12:33:00,2026-03-09 13:41:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1003,Mika T.,,,,2,132.00,GST: $6.60,140.30,19.80,,,False,
R000772.01,772,2026-03-09 12:31:00,2026-03-09 14:03:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1001,Sarah M.,,,,2,173.60,GST: $8.68,186.81,31.25,,,False,
R000773.01,773,2026-03-09 11:32:00,2026-03-09 12:51:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1001,Sarah M.,C-0027,Luca Rossi,luca.rossi28@gmail.com,2,152.90,GST: $7.65,163.84,30.58,,,False,
R000774.01,774,2026-03-09 13:21:00,2026-03-09 14:03:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1002,James L.,,,,3,254.00,GST: $12.70,271.60,45.72,,,False,
R000775.01,775,2026-03-09 11:53:00,2026-03-09 12:41:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1005,Dylan R.,C-0144,Zara Taylor,zara.taylor50@icloud.com,4,389.00,GST: $19.45,416.45,70.02,,,False,
R000776.01,776,2026-03-09 12:01:00,2026-03-09 13:34:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1002,James L.,,,,2,168.00,GST: $8.40,177.30,33.60,,,False,
R000777.01,777,2026-03-09 12:06:00,2026-03-09 13:10:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1006,Olivia C.,,,,2,97.00,GST: $4.85,103.75,19.40,,,False,
R000778.01,778,2026-03-09 11:41:00,2026-03-09 13:02:00,Paid,Dine-In,,T-15,Patio 1,F-002,Patio,,U-1004,Priya S.,C-0123,Olaf Nguyen,olaf.nguyen84@hotmail.com,1,94.00,GST: $4.70,102.50,18.80,,,False,
R000779.01,779,2026-03-09 11:52:00,2026-03-09 12:33:00,Paid,Dine-In,,T-03,Table 3,F-001,Main Dining,,U-1004,Priya S.,C-0139,Eric Stewart,eric.stewart10@hotmail.com,4,247.00,GST: $12.35,261.75,49.40,,,False,
R000780.01,780,2026-03-09 19:16:00,2026-03-09 19:40:00,Paid,Takeout,,T-01,Table 1,F-001,Main Dining,,U-1001,Sarah M.,C-0042,Zara Larsen,zara.larsen43@gmail.com,2,175.80,GST: $8.79,189.99,17.58,,,False,
R000781.01,781,2026-03-09 19:58:00,2026-03-09 20:42:00,Voided,Dine-In,Voided,T-10,Table 10,F-001,Main Dining,,U-1006,Olivia C.,C-0009,Iris Fernandez,iris.fernandez99@gmail.com,2,146.00,GST: $7.30,157.20,0.00,,,False,
R000782.01,782,2026-03-09 20:40:00,2026-03-09 22:15:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1006,Olivia C.,,,,2,95.00,GST: $4.75,99.75,17.10,,,False,
R000783.01,783,2026-03-09 17:49:00,2026-03-09 18:16:00,Paid,Takeout,,T-08,Table 8,F-001,Main Dining,,U-1002,James L.,C-0078,Lauren Lewis,lauren.lewis11@outlook.com,2,109.00,GST: $5.45,117.85,0.00,,,False,
R000784.01,784,2026-03-09 19:18:00,2026-03-09 20:01:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1005,Dylan R.,,,,4,269.00,GST: $13.45,288.65,53.80,,,False,
R000785.01,785,2026-03-09 18:05:00,2026-03-09 19:13:00,Paid,Dine-In,,T-24,Bar 4,F-003,Bar,,U-1006,Olivia C.,,,,2,139.00,GST: $6.95,152.05,27.80,,,False,
R000786.01,786,2026-03-09 20:14:00,2026-03-09 20:55:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1003,Mika T.,,,,2,146.00,GST: $7.30,157.80,26.28,,,False,
R000787.01,787,2026-03-09 20:58:00,2026-03-09 22:00:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1004,Priya S.,C-0069,Brian Bui,brian.bui73@hotmail.com,2,133.00,GST: $6.65,141.25,26.60,,,False,
R000788.01,788,2026-03-09 20:18:00,2026-03-09 20:47:00,Paid,Takeout,,T-02,Table 2,F-001,Main Dining,,U-1001,Sarah M.,,,,4,251.00,GST: $12.55,267.75,12.55,,,False,
R000789.01,789,2026-03-09 19:56:00,2026-03-09 21:12:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1006,Olivia C.,,,,2,35.00,GST: $1.75,38.65,7.00,,,False,
R000790.01,790,2026-03-09 17:30:00,2026-03-09 19:08:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1005,Dylan R.,C-0020,Amanda Stewart,amanda.stewart76@outlook.com,2,167.00,GST: $8.35,176.95,33.40,,,False,
R000791.01,791,2026-03-09 18:29:00,2026-03-09 20:00:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1003,Mika T.,,,,2,140.00,GST: $7.00,148.60,35.00,,,False,
R000792.01,792,2026-03-09 20:21:00,2026-03-09 21:30:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1004,Priya S.,C-0092,Priya Nelson,priya.nelson50@outlook.com,4,229.20,GST: $11.46,244.36,41.26,,,False,
R000793.01,793,2026-03-09 18:54:00,2026-03-09 19:18:00,Paid,Takeout,,T-16,Patio 2,F-002,Patio,,U-1001,Sarah M.,,,,4,293.00,GST: $14.65,312.25,0.00,,,False,
R000794.01,794,2026-03-09 19:30:00,2026-03-09 21:02:00,Paid,Dine-In,,T-15,Patio 1,F-002,Patio,,U-1002,James L.,,,,3,194.00,GST: $9.70,208.00,29.10,,,False,
R000795.01,795,2026-03-09 20:04:00,2026-03-09 21:44:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1004,Priya S.,,,,2,79.00,GST: $3.95,86.55,15.80,,,False,
R000796.01,796,2026-03-09 20:52:00,2026-03-09 21:21:00,Paid,Takeout,,T-19,Patio 5,F-002,Patio,,U-1001,Sarah M.,,,,2,80.00,GST: $4.00,84.90,8.00,,,False,
R000797.01,797,2026-03-09 20:08:00,2026-03-09 21:34:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1003,Mika T.,,,,2,145.00,GST: $7.25,157.35,21.75,,,False,
R000798.01,798,2026-03-09 19:06:00,2026-03-09 20:04:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1004,Priya S.,,,,4,271.60,GST: $13.58,289.08,67.90,,,False,
R000799.01,799,2026-03-09 20:02:00,2026-03-09 21:36:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1004,Priya S.,,,,2,137.00,GST: $6.85,145.55,24.66,,,False,
R000800.01,800,2026-03-09 17:50:00,2026-03-09 19:04:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1004,Priya S.,C-0083,Michelle Wilson,michelle.wilson77@hotmail.com,2,103.00,GST: $5.15,111.45,20.60,,,False,
R000801.01,801,2026-03-09 20:32:00,2026-03-09 21:16:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1001,Sarah M.,C-0045,Andrea Nguyen,andrea.nguyen80@yahoo.ca,2,148.30,GST: $7.42,158.12,26.69,,,False,
R000802.01,802,2026-03-09 20:50:00,2026-03-09 21:41:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1001,Sarah M.,C-0040,Leo Nelson,leo.nelson49@gmail.com,2,139.00,GST: $6.95,146.85,27.80,,,False,
R000803.01,803,2026-03-09 19:54:00,2026-03-09 21:33:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1003,Mika T.,,,,2,129.00,GST: $6.45,138.75,32.25,,,False,
R000804.01,804,2026-03-09 20:25:00,2026-03-09 21:58:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1006,Olivia C.,,,,1,85.00,GST: $4.25,92.55,12.75,,,False,
R000805.01,805,2026-03-09 17:44:00,2026-03-09 18:28:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1003,Mika T.,,,,4,213.00,GST: $10.65,223.65,42.60,,,False,
R000806.01,806,2026-03-09 19:00:00,2026-03-09 19:40:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1001,Sarah M.,,,,3,230.00,GST: $11.50,243.40,34.50,,,False,
R000807.01,807,2026-03-09 19:29:00,2026-03-09 20:33:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1004,Priya S.,C-0064,Lisa Parker,lisa.parker40@hotmail.com,2,117.00,GST: $5.85,122.85,23.40,,,False,
R000808.01,808,2026-03-09 18:43:00,2026-03-09 19:26:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1002,James L.,,,,4,248.00,GST: $12.40,264.00,54.56,,,False,
R000809.01,809,2026-03-09 19:57:00,2026-03-09 21:36:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1003,Mika T.,C-0158,Joel Nakamura,joel.nakamura41@gmail.com,3,189.00,GST: $9.45,205.15,28.35,,,False,
R000810.01,810,2026-03-09 20:09:00,2026-03-09 21:08:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1006,Olivia C.,C-0054,Patrick Nelson,patrick.nelson63@outlook.com,3,141.00,GST: $7.05,153.65,21.15,,,False,
R000811.01,811,2026-03-09 18:55:00,2026-03-09 20:09:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1001,Sarah M.,,,,2,127.00,GST: $6.35,137.95,25.40,,,False,
R000812.01,812,2026-03-09 18:12:00,2026-03-09 18:29:00,Paid,Takeout,,T-17,Patio 3,F-002,Patio,,U-1006,Olivia C.,C-0050,Daniel Nelson,daniel.nelson59@icloud.com,4,228.00,GST: $11.40,241.30,34.20,,,False,
R000813.01,813,2026-03-09 20:14:00,2026-03-09 20:57:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1006,Olivia C.,C-0160,Owen Andersen,owen.andersen37@outlook.com,1,86.00,GST: $4.30,90.30,18.92,,,False,
R000814.01,814,2026-03-09 20:03:00,2026-03-09 20:54:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1001,Sarah M.,C-0117,Jonathan Collins,jonathan.collins36@outlook.com,4,294.00,GST: $14.70,310.40,58.80,,,False,
R000815.01,815,2026-03-09 18:44:00,2026-03-09 19:35:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1006,Olivia C.,C-0023,Owen Singh,owen.singh8@icloud.com,2,197.00,GST: $9.85,213.45,49.25,,,False,
R000816.01,816,2026-03-09 18:34:00,2026-03-09 20:03:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1006,Olivia C.,C-0070,Justin Rossi,justin.rossi44@yahoo.ca,2,133.00,GST: $6.65,141.55,19.95,,,False,
R000817.01,817,2026-03-09 17:46:00,2026-03-09 19:21:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1002,James L.,,,,4,240.80,GST: $12.04,259.94,60.20,,,False,
R000818.01,818,2026-03-09 18:29:00,2026-03-09 19:15:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1004,Priya S.,,,,2,182.00,GST: $9.10,196.10,32.76,,,False,
R000819.01,819,2026-03-09 18:38:00,2026-03-09 20:15:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1001,Sarah M.,C-0147,Lisa Rogers,lisa.rogers53@yahoo.ca,3,203.00,GST: $10.15,216.45,40.60,,,False,
R000820.01,820,2026-03-09 18:43:00,2026-03-09 19:38:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1006,Olivia C.,,,,2,177.00,GST: $8.85,189.25,35.40,,,False,
R000821.01,821,2026-03-09 18:53:00,2026-03-09 19:53:00,Paid,Dine-In,,T-15,Patio 1,F-002,Patio,,U-1004,Priya S.,C-0059,Hiroshi Hall,hiroshi.hall4@icloud.com,4,288.10,GST: $14.41,305.02,63.38,,,False,
R000822.01,822,2026-03-10 13:30:00,2026-03-10 14:45:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1002,James L.,,,,6,316.00,GST: $15.80,341.10,79.00,,,False,
R000823.01,823,2026-03-10 13:21:00,2026-03-10 13:41:00,Paid,Takeout,,T-22,Bar 2,F-003,Bar,,U-1002,James L.,,,,2,133.80,GST: $6.69,141.49,0.00,,,False,
R000824.01,824,2026-03-10 12:59:00,2026-03-10 13:47:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1004,Priya S.,,,,4,276.90,GST: $13.84,292.09,69.22,,,False,
R000825.01,825,2026-03-10 12:19:00,2026-03-10 13:43:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1003,Mika T.,C-0073,Vanessa Takahashi,vanessa.takahashi46@icloud.com,4,270.00,GST: $13.50,291.60,67.50,,,False,
R000826.01,826,2026-03-10 12:01:00,2026-03-10 12:59:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1002,James L.,,,,2,100.00,GST: $5.00,107.00,18.00,,,False,
R000827.01,827,2026-03-10 13:21:00,2026-03-10 14:15:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1004,Priya S.,,,,2,168.00,GST: $8.40,180.10,33.60,,,False,
R000828.01,828,2026-03-10 13:28:00,2026-03-10 14:46:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1002,James L.,C-0080,Ingrid Anderson,ingrid.anderson34@gmail.com,1,103.00,GST: $5.15,108.15,18.54,,,False,
R000829.01,829,2026-03-10 12:19:00,2026-03-10 13:42:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1006,Olivia C.,C-0015,Patrick Weber,patrick.weber81@yahoo.ca,2,124.00,GST: $6.20,131.90,24.80,,,False,
R000830.01,830,2026-03-10 13:23:00,2026-03-10 14:19:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1005,Dylan R.,,,,6,370.00,GST: $18.50,393.80,66.60,,,False,
R000831.01,831,2026-03-10 12:34:00,2026-03-10 13:47:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1004,Priya S.,,,,2,69.00,GST: $3.45,72.45,17.25,,,False,
R000832.01,832,2026-03-10 12:42:00,2026-03-10 13:52:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1004,Priya S.,C-0118,David Thompson,david.thompson76@yahoo.ca,2,100.00,GST: $5.00,106.60,18.00,,,False,
R000833.01,833,2026-03-10 11:31:00,2026-03-10 12:45:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1003,Mika T.,C-0028,Lauren Hernandez,lauren.hernandez21@gmail.com,2,68.00,GST: $3.40,72.30,13.60,,,False,
R000834.01,834,2026-03-10 12:46:00,2026-03-10 13:46:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1003,Mika T.,,,,5,374.00,GST: $18.70,400.40,74.80,,,False,
R000835.01,835,2026-03-10 11:46:00,2026-03-10 12:55:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1003,Mika T.,C-0057,Jessica Martinez,jessica.martinez46@yahoo.ca,3,203.00,GST: $10.15,213.15,44.66,,,False,
R000836.01,836,2026-03-10 12:02:00,2026-03-10 13:12:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1004,Priya S.,,,,1,74.00,GST: $3.70,77.70,13.32,,,False,
R000837.01,837,2026-03-10 12:34:00,2026-03-10 13:47:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1002,James L.,,,,2,149.00,GST: $7.45,157.35,29.80,,,False,
R000838.01,838,2026-03-10 12:58:00,2026-03-10 13:46:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1002,James L.,,,,2,127.00,GST: $6.35,137.15,22.86,,,False,
R000839.01,839,2026-03-10 12:56:00,2026-03-10 13:42:00,Paid,Dine-In,,T-03,Table 3,F-001,Main Dining,,U-1006,Olivia C.,C-0107,Carmen Rogers,carmen.rogers38@yahoo.ca,4,200.45,GST: $10.02,215.77,40.09,,,False,
R000840.01,840,2026-03-10 12:08:00,2026-03-10 13:17:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1004,Priya S.,C-0116,Jessica Singh,jessica.singh73@outlook.com,2,137.00,GST: $6.85,148.35,20.55,,,False,
R000841.01,841,2026-03-10 11:50:00,2026-03-10 12:56:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1004,Priya S.,C-0038,Daniel Morris,daniel.morris86@gmail.com,2,106.00,GST: $5.30,111.30,21.20,,,False,
R000842.01,842,2026-03-10 12:22:00,2026-03-10 13:35:00,Paid,Dine-In,,T-15,Patio 1,F-002,Patio,,U-1001,Sarah M.,,,,4,266.00,GST: $13.30,284.60,47.88,,,False,
R000843.01,843,2026-03-10 12:27:00,2026-03-10 13:24:00,Paid,Dine-In,,T-15,Patio 1,F-002,Patio,,U-1003,Mika T.,,,,2,135.00,GST: $6.75,143.55,27.00,,,False,
