Reservation_ID,Date,Reservation_Time,Party_Size,Service,Source,Status,Booked_At,Lead_Time_Days,Guest_Name,Guest_Email,Guest_Phone,Guest_Notes,Special_Request,Table_ID,Seated_Time,Departed_Time,Turn_Time_Minutes,Wait_Time_Minutes,Server_Assigned
RES-000323,2026-03-07,2026-03-07 19:30:00,2,Dinner,Resy,Completed,2026-03-03 11:30:00,4,Patrick Kim,patrick.kim45@yahoo.ca,604-810-8119,,,T-22,2026-03-07 19:30:00,2026-03-07 20:53:00,83,0,James L.
RES-000324,2026-03-07,2026-03-07 18:30:00,6,Dinner,Resy,Canceled,2026-02-26 12:30:00,9,Laura Collins,laura.collins12@icloud.com,604-886-9624,Prefers patio seating,,T-14,,,,,James L.
RES-000325,2026-03-07,2026-03-07 17:45:00,2,Dinner,OpenTable,Completed,2026-03-06 05:45:00,1,Eric Watanabe,eric.watanabe71@outlook.com,604-612-5844,,Gluten-free required,T-12,2026-03-07 17:45:00,2026-03-07 19:16:00,91,0,Mika T.
RES-000326,2026-03-07,2026-03-07 17:30:00,2,Dinner,Phone,Completed,2026-02-26 09:30:00,9,Priya Robinson,priya.robinson79@gmail.com,236-680-8349,,,T-09,2026-03-07 17:35:00,2026-03-07 19:01:00,86,5,James L.
RES-000327,2026-03-07,2026-03-07 19:15:00,4,Dinner,OpenTable,Completed,2026-03-06 15:15:00,1,Jun Müller,jun.müller71@hotmail.com,778-553-6446,,,T-17,2026-03-07 19:20:00,2026-03-07 20:52:00,92,5,Priya S.
RES-000328,2026-03-07,2026-03-07 17:30:00,2,Dinner,Phone,Completed,2026-02-25 17:30:00,10,Chris Olsen,chris.olsen12@outlook.com,778-232-1488,,,T-08,2026-03-07 17:40:00,2026-03-07 19:35:00,115,10,Sarah M.
RES-000329,2026-03-08,2026-03-08 12:45:00,6,Brunch,Walk-In,Completed,2026-02-26 08:45:00,10,Laura Roberts,laura.roberts21@yahoo.ca,778-850-6977,,,T-12,2026-03-08 12:45:00,2026-03-08 14:04:00,79,0,Olivia C.
RES-000330,2026-03-08,2026-03-08 13:00:00,4,Brunch,OpenTable,Completed,2026-03-05 04:00:00,3,Marco Kim,marco.kim56@outlook.com,604-796-3426,,Allergic to shellfish,T-16,2026-03-08 13:00:00,2026-03-08 14:08:00,68,0,Mika T.
RES-000331,2026-03-08,2026-03-08 11:30:00,2,Brunch,OpenTable,Completed,2026-03-03 11:30:00,5,Eric Baker,eric.baker52@yahoo.ca,604-224-4164,,,T-06,2026-03-08 11:30:00,2026-03-08 12:31:00,61,0,Olivia C.
RES-000332,2026-03-08,2026-03-08 13:00:00,4,Brunch,OpenTable,Completed,2026-03-07 02:00:00,1,Stephanie Gupta,stephanie.gupta64@yahoo.ca,604-863-3522,,,T-12,2026-03-08 13:00:00,2026-03-08 13:58:00,58,0,Olivia C.
RES-000333,2026-03-08,2026-03-08 12:00:00,1,Brunch,OpenTable,Completed,2026-03-08 01:00:00,0,Jacques Williams,jacques.williams85@gmail.com,236-767-5905,,,T-19,2026-03-08 12:05:00,2026-03-08 13:08:00,63,5,Olivia C.
RES-000334,2026-03-08,2026-03-08 13:15:00,2,Brunch,OpenTable,Completed,2026-03-03 04:15:00,5,Jonathan Collins,jonathan.collins36@outlook.com,604-810-1046,,,T-06,2026-03-08 13:15:00,2026-03-08 14:13:00,58,0,Priya S.
RES-000335,2026-03-08,2026-03-08 11:45:00,3,Brunch,OpenTable,Completed,2026-03-04 06:45:00,4,Olaf Nguyen,olaf.nguyen84@hotmail.com,604-918-2874,Previously complained about noise,,T-04,2026-03-08 11:50:00,2026-03-08 13:05:00,75,5,Dylan R.
RES-000336,2026-03-08,2026-03-08 11:30:00,3,Brunch,OpenTable,Completed,2026-03-07 10:30:00,1,Carmen Rogers,carmen.rogers38@yahoo.ca,236-334-2476,Previously complained about noise,,T-18,2026-03-08 11:45:00,2026-03-08 13:00:00,75,15,James L.
RES-000337,2026-03-08,2026-03-08 12:45:00,4,Brunch,OpenTable,Completed,2026-03-05 04:45:00,3,Patrick Weber,patrick.weber81@yahoo.ca,604-719-2743,,,T-03,2026-03-08 12:45:00,2026-03-08 13:59:00,74,0,Mika T.
RES-000338,2026-03-08,2026-03-08 13:00:00,4,Brunch,Phone,Completed,2026-03-08 13:00:00,0,Brian Lewis,brian.lewis14@gmail.com,604-981-6514,,,T-14,2026-03-08 13:00:00,2026-03-08 14:22:00,82,0,Priya S.
RES-000339,2026-03-08,2026-03-08 11:30:00,2,Brunch,Walk-In,Completed,2026-03-08 07:30:00,0,Hiroshi Garcia,hiroshi.garcia50@yahoo.ca,604-588-1035,Food blogger,,T-21,2026-03-08 11:30:00,2026-03-08 12:46:00,76,0,Olivia C.
RES-000340,2026-03-08,2026-03-08 13:00:00,4,Brunch,OpenTable,Late Cancel,2026-03-07 08:00:00,1,Andrea Johansson,andrea.johansson33@icloud.com,778-479-3695,,Running 10 min late,T-18,,,,,Sarah M.
RES-000341,2026-03-08,2026-03-08 11:30:00,2,Brunch,Resy,Completed,2026-02-25 06:30:00,11,Olaf Nguyen,olaf.nguyen84@hotmail.com,604-918-2874,,,T-22,2026-03-08 11:35:00,2026-03-08 12:46:00,71,5,Dylan R.
RES-000342,2026-03-08,2026-03-08 12:30:00,3,Brunch,Phone,Completed,2026-02-28 10:30:00,8,Marco Johansson,marco.johansson99@hotmail.com,604-877-6517,,,T-18,2026-03-08 12:30:00,2026-03-08 13:42:00,72,0,James L.
RES-000343,2026-03-08,2026-03-08 13:15:00,4,Brunch,Resy,Completed,2026-03-07 03:15:00,1,Ingrid Müller,ingrid.müller94@hotmail.com,778-676-8136,,,T-13,2026-03-08 13:20:00,2026-03-08 14:43:00,83,5,Olivia C.
RES-000344,2026-03-08,2026-03-08 13:15:00,1,Brunch,Walk-In,Completed,2026-03-07 13:15:00,1,Marco Johansson,marco.johansson99@hotmail.com,604-877-6517,,,T-13,2026-03-08 13:15:00,2026-03-08 14:34:00,79,0,Sarah M.
RES-000345,2026-03-08,2026-03-08 13:15:00,2,Brunch,Resy,Completed,2026-03-08 09:15:00,0,Samantha Silva,samantha.silva45@hotmail.com,604-275-8237,,,T-02,2026-03-08 13:15:00,2026-03-08 14:13:00,58,0,Mika T.
RES-000346,2026-03-08,2026-03-08 13:00:00,5,Brunch,OpenTable,Completed,2026-03-06 04:00:00,2,Owen Singh,owen.singh8@icloud.com,236-869-2612,,,T-12,2026-03-08 13:00:00,2026-03-08 14:42:00,102,0,Dylan R.
RES-000347,2026-03-08,2026-03-08 19:00:00,4,Dinner,Resy,No-Show,2026-03-04 12:00:00,4,Lisa Silva,lisa.silva63@gmail.com,778-200-6310,,,T-01,,,,,Olivia C.
RES-000348,2026-03-08,2026-03-08 18:15:00,2,Dinner,OpenTable,Completed,2026-02-28 16:15:00,8,Ravi Singh,ravi.singh59@outlook.com,778-455-2988,,,T-04,2026-03-08 18:20:00,2026-03-08 19:51:00,91,5,James L.
RES-000349,2026-03-08,2026-03-08 19:15:00,2,Dinner,OpenTable,Completed,2026-03-01 19:15:00,7,Michelle Wilson,michelle.wilson77@hotmail.com,604-369-6039,,,T-03,2026-03-08 19:15:00,2026-03-08 21:10:00,115,0,James L.
RES-000350,2026-03-08,2026-03-08 19:30:00,1,Dinner,OpenTable,Canceled,2026-03-04 07:30:00,4,Liam Johansson,liam.johansson59@yahoo.ca,604-585-7878,,,T-09,,,,,Mika T.
RES-000351,2026-03-08,2026-03-08 20:30:00,2,Dinner,Phone,Completed,2026-02-26 17:30:00,10,Joel Cook,joel.cook33@hotmail.com,778-679-9669,,,T-23,2026-03-08 20:30:00,2026-03-08 22:15:00,105,0,Sarah M.
RES-000352,2026-03-08,2026-03-08 20:00:00,4,Dinner,Resy,Completed,2026-03-08 11:00:00,0,Sven Adams,sven.adams57@yahoo.ca,778-589-8381,,,T-06,2026-03-08 20:00:00,2026-03-08 21:29:00,89,0,Dylan R.
RES-000353,2026-03-08,2026-03-08 19:15:00,6,Dinner,Walk-In,Canceled,2026-03-06 09:15:00,2,Keith Weber,keith.weber93@yahoo.ca,604-202-5634,,,T-14,,,,,James L.
RES-000354,2026-03-08,2026-03-08 17:30:00,2,Dinner,Resy,Completed,2026-02-24 17:30:00,12,Sarah Collins,sarah.collins36@icloud.com,604-726-4899,,,T-07,2026-03-08 17:30:00,2026-03-08 18:56:00,86,0,Sarah M.
RES-000355,2026-03-08,2026-03-08 19:00:00,2,Dinner,Resy,Completed,2026-03-06 15:00:00,2,Brandon Nelson,brandon.nelson34@hotmail.com,236-774-9830,,,T-02,2026-03-08 19:00:00,2026-03-08 20:36:00,96,0,James L.
RES-000356,2026-03-08,2026-03-08 18:30:00,4,Dinner,Website,Completed,2026-03-08 16:30:00,0,Pierre Clark,pierre.clark58@yahoo.ca,778-293-4637,,,T-01,2026-03-08 18:30:00,2026-03-08 19:53:00,83,0,Mika T.
RES-000357,2026-03-08,2026-03-08 18:45:00,6,Dinner,Walk-In,No-Show,2026-02-25 08:45:00,11,David Petrov,david.petrov83@gmail.com,778-535-4626,,,T-12,,,,,Dylan R.
RES-000358,2026-03-08,2026-03-08 17:45:00,2,Dinner,Walk-In,Completed,2026-03-01 07:45:00,7,Noah Wilson,noah.wilson60@hotmail.com,604-991-9095,,,T-07,2026-03-08 17:55:00,2026-03-08 19:53:00,118,10,Olivia C.
RES-000359,2026-03-08,2026-03-08 19:15:00,2,Dinner,Resy,Canceled,2026-03-02 11:15:00,6,Patrick Nelson,patrick.nelson63@outlook.com,236-483-9540,,Window seat preferred,T-07,,,,,Priya S.
RES-000360,2026-03-08,2026-03-08 19:30:00,1,Dinner,Website,Completed,2026-03-01 15:30:00,7,Brian Bui,brian.bui73@hotmail.com,604-968-8613,,,T-01,2026-03-08 19:40:00,2026-03-08 21:28:00,108,10,Dylan R.
RES-000361,2026-03-08,2026-03-08 19:15:00,2,Dinner,OpenTable,Completed,2026-03-07 08:15:00,1,Nadia Andersen,nadia.andersen40@hotmail.com,604-926-3594,,,T-12,2026-03-08 19:15:00,2026-03-08 21:02:00,107,0,Olivia C.
RES-000362,2026-03-08,2026-03-08 18:30:00,3,Dinner,OpenTable,Completed,2026-03-08 14:30:00,0,Vanessa Sanchez,vanessa.sanchez31@gmail.com,236-860-3419,,Running 10 min late,T-17,2026-03-08 18:30:00,2026-03-08 20:22:00,112,0,Priya S.
RES-000363,2026-03-08,2026-03-08 19:30:00,2,Dinner,Resy,Completed,2026-03-07 18:30:00,1,Kevin Clark,kevin.clark72@yahoo.ca,604-892-7511,,,T-01,2026-03-08 19:30:00,2026-03-08 21:14:00,104,0,Olivia C.
RES-000364,2026-03-08,2026-03-08 18:15:00,4,Dinner,Website,Completed,2026-03-07 07:15:00,1,Viktor Petrov,viktor.petrov20@icloud.com,604-842-6179,,,T-12,2026-03-08 18:25:00,2026-03-08 19:40:00,75,10,Priya S.
RES-000365,2026-03-08,2026-03-08 20:15:00,5,Dinner,OpenTable,Completed,2026-03-05 11:15:00,3,Ravi Turner,ravi.turner54@outlook.com,778-714-9641,,,T-13,2026-03-08 20:15:00,2026-03-08 22:22:00,127,0,Mika T.
RES-000366,2026-03-08,2026-03-08 18:15:00,4,Dinner,Phone,Completed,2026-03-05 18:15:00,3,Jun Müller,jun.müller71@hotmail.com,778-553-6446,,,T-04,2026-03-08 18:20:00,2026-03-08 20:03:00,103,5,Mika T.
RES-000367,2026-03-08,2026-03-08 20:15:00,4,Dinner,OpenTable,Completed,2026-03-05 16:15:00,3,Iris Reed,iris.reed31@yahoo.ca,604-654-8285,,,T-13,2026-03-08 20:15:00,2026-03-08 21:52:00,97,0,Sarah M.
RES-000368,2026-03-08,2026-03-08 18:30:00,4,Dinner,OpenTable,Late Cancel,2026-03-01 09:30:00,7,Elena Eriksen,elena.eriksen21@hotmail.com,604-253-3549,,Gluten-free required,T-05,,,,,Dylan R.
RES-000369,2026-03-08,2026-03-08 19:15:00,1,Dinner,OpenTable,Completed,2026-03-04 18:15:00,4,Lisa Rogers,lisa.rogers53@yahoo.ca,604-489-7347,,,T-02,2026-03-08 19:25:00,2026-03-08 21:13:00,108,10,Mika T.
RES-000370,2026-03-08,2026-03-08 19:30:00,2,Dinner,OpenTable,Completed,2026-03-04 15:30:00,4,Eric Gonzalez,eric.gonzalez11@icloud.com,604-446-2290,,,T-03,2026-03-08 19:35:00,2026-03-08 21:10:00,95,5,Priya S.
RES-000371,2026-03-08,2026-03-08 17:45:00,2,Dinner,Phone,Completed,2026-02-26 07:45:00,10,Ingrid Anderson,ingrid.anderson34@gmail.com,604-840-4457,,,T-23,2026-03-08 17:45:00,2026-03-08 19:01:00,76,0,Sarah M.
RES-000372,2026-03-08,2026-03-08 18:00:00,3,Dinner,Resy,Completed,2026-03-08 14:00:00,0,Iris Fernandez,iris.fernandez99@gmail.com,604-901-6313,,Running 10 min late,T-17,2026-03-08 18:00:00,2026-03-08 19:58:00,118,0,Olivia C.
RES-000373,2026-03-09,2026-03-09 12:00:00,4,Lunch,OpenTable,Completed,2026-03-03 10:00:00,6,Amanda Collins,amanda.collins37@yahoo.ca,604-771-7333,,,T-13,2026-03-09 12:00:00,2026-03-09 13:00:00,60,0,James L.
RES-000374,2026-03-09,2026-03-09 13:15:00,3,Lunch,OpenTable,No-Show,2026-03-07 04:15:00,2,Zara Morris,zara.morris25@gmail.com,604-607-5520,Yelp Elite reviewer,,T-06,,,,,Mika T.
RES-000375,2026-03-09,2026-03-09 12:45:00,3,Lunch,OpenTable,Completed,2026-03-05 06:45:00,4,Elena Eriksen,elena.eriksen21@hotmail.com,604-253-3549,,Near the bar,T-11,2026-03-09 12:45:00,2026-03-09 14:03:00,78,0,Mika T.
RES-000376,2026-03-09,2026-03-09 13:00:00,6,Lunch,Resy,No-Show,2026-03-09 13:00:00,0,Jun Martinez,jun.martinez78@icloud.com,236-392-6267,,Celebrating promotion,T-11,,,,,Olivia C.
RES-000377,2026-03-09,2026-03-09 11:30:00,4,Lunch,Phone,Completed,2026-03-07 06:30:00,2,Felix Tran,felix.tran82@icloud.com,604-385-8141,,,T-01,2026-03-09 11:30:00,2026-03-09 12:42:00,72,0,Dylan R.
RES-000378,2026-03-09,2026-03-09 11:30:00,2,Lunch,OpenTable,Completed,2026-03-06 10:30:00,3,Lisa Rogers,lisa.rogers53@yahoo.ca,604-489-7347,,,T-03,2026-03-09 11:30:00,2026-03-09 12:50:00,80,0,Dylan R.
RES-000379,2026-03-09,2026-03-09 12:00:00,4,Lunch,Resy,Completed,2026-03-07 01:00:00,2,Andrea Johansson,andrea.johansson33@icloud.com,778-479-3695,,Running 10 min late,T-12,2026-03-09 12:00:00,2026-03-09 13:22:00,82,0,James L.
RES-000380,2026-03-09,2026-03-09 18:00:00,2,Dinner,OpenTable,Completed,2026-03-03 15:00:00,6,Daniel Singh,daniel.singh82@icloud.com,778-499-3068,,,T-23,2026-03-09 18:05:00,2026-03-09 19:46:00,101,5,Priya S.
RES-000381,2026-03-09,2026-03-09 18:45:00,2,Dinner,OpenTable,Completed,2026-03-08 17:45:00,1,Vanessa Takahashi,vanessa.takahashi46@icloud.com,236-763-6419,,,T-23,2026-03-09 18:45:00,2026-03-09 20:41:00,116,0,James L.
RES-000382,2026-03-09,2026-03-09 18:45:00,2,Dinner,Walk-In,Completed,2026-03-07 15:45:00,2,Ella Baker,ella.baker10@icloud.com,778-772-6802,Knows Chef Tanaka,,T-23,2026-03-09 18:45:00,2026-03-09 20:04:00,79,0,Mika T.
RES-000383,2026-03-09,2026-03-09 17:30:00,4,Dinner,Website,Completed,2026-03-06 13:30:00,3,Lisa Parker,lisa.parker40@hotmail.com,604-792-1420,,Near the bar,T-16,2026-03-09 17:40:00,2026-03-09 19:06:00,86,10,Sarah M.
RES-000384,2026-03-09,2026-03-09 18:00:00,6,Dinner,OpenTable,Completed,2026-03-09 08:00:00,0,Felix Silva,felix.silva76@yahoo.ca,778-425-8359,,,T-12,2026-03-09 18:05:00,2026-03-09 20:17:00,132,5,Dylan R.
RES-000385,2026-03-09,2026-03-09 20:00:00,4,Dinner,Phone,Completed,2026-03-09 10:00:00,0,Lisa Silva,lisa.silva63@gmail.com,778-200-6310,,,T-01,2026-03-09 20:00:00,2026-03-09 21:33:00,93,0,Dylan R.
RES-000386,2026-03-09,2026-03-09 20:30:00,1,Dinner,OpenTable,Completed,2026-03-05 10:30:00,4,Nicole Roberts,nicole.roberts92@yahoo.ca,778-848-9984,,,T-07,2026-03-09 20:30:00,2026-03-09 22:00:00,90,0,James L.
RES-000387,2026-03-09,2026-03-09 20:00:00,2,Dinner,Resy,Completed,2026-03-08 14:00:00,1,Daniel Morris,daniel.morris86@gmail.com,604-898-5088,,Celebrating promotion,T-22,2026-03-09 20:10:00,2026-03-09 21:35:00,85,10,Priya S.
RES-000388,2026-03-09,2026-03-09 20:00:00,3,Dinner,Walk-In,Completed,2026-03-01 16:00:00,8,Liam Silva,liam.silva29@yahoo.ca,778-425-8999,Always orders wagyu,,T-18,2026-03-09 20:00:00,2026-03-09 21:28:00,88,0,James L.
RES-000389,2026-03-09,2026-03-09 20:00:00,2,Dinner,Resy,Completed,2026-03-05 19:00:00,4,Diego Dubois,diego.dubois25@gmail.com,604-684-7669,,,T-18,2026-03-09 20:00:00,2026-03-09 21:45:00,105,0,Sarah M.
RES-000390,2026-03-09,2026-03-09 18:00:00,2,Dinner,Phone,Late Cancel,2026-03-02 08:00:00,7,Felix Silva,felix.silva76@yahoo.ca,778-425-8359,,,T-04,,,,,Sarah M.
RES-000391,2026-03-09,2026-03-09 18:15:00,2,Dinner,OpenTable,Completed,2026-03-07 16:15:00,2,Amy Martin,amy.martin25@outlook.com,236-748-4033,Wine enthusiast,,T-16,2026-03-09 18:15:00,2026-03-09 20:11:00,116,0,Priya S.
RES-000392,2026-03-10,2026-03-10 11:30:00,5,Lunch,Resy,Completed,2026-03-10 01:30:00,0,Eric Gonzalez,eric.gonzalez11@icloud.com,604-446-2290,,,T-14,2026-03-10 11:30:00,2026-03-10 13:15:00,105,0,James L.
RES-000393,2026-03-10,2026-03-10 11:30:00,2,Lunch,Phone,Completed,2026-03-06 23:30:00,3,Rebecca Brown,rebecca.brown67@hotmail.com,236-646-1027,,,T-09,2026-03-10 11:35:00,2026-03-10 12:51:00,76,5,Priya S.
RES-000394,2026-03-10,2026-03-10 12:15:00,2,Lunch,Resy,Completed,2026-03-04 00:15:00,6,Kimberly Hansen,kimberly.hansen71@gmail.com,778-508-7653,,Near the bar,T-24,2026-03-10 12:15:00,2026-03-10 13:17:00,62,0,Dylan R.
RES-000395,2026-03-10,2026-03-10 12:00:00,5,Lunch,OpenTable,Late Cancel,2026-03-09 04:00:00,1,Hiroshi Nelson,hiroshi.nelson97@gmail.com,604-871-1090,VIP — regular guest,,T-11,,,,,Dylan R.
RES-000396,2026-03-10,2026-03-10 13:00:00,2,Lunch,Walk-In,Late Cancel,2026-03-06 01:00:00,4,Raj Hernandez,raj.hernandez82@yahoo.ca,604-437-8555,,,T-11,,,,,Priya S.
RES-000397,2026-03-10,2026-03-10 12:30:00,2,Lunch,OpenTable,Completed,2026-03-10 05:30:00,0,Viktor Anderson,viktor.anderson4@gmail.com,778-370-5906,,Near the bar,T-05,2026-03-10 12:30:00,2026-03-10 13:36:00,66,0,James L.
RES-000398,2026-03-10,2026-03-10 11:45:00,6,Lunch,Walk-In,Completed,2026-02-27 01:45:00,11,Daniel Sanchez,daniel.sanchez9@hotmail.com,778-638-7071,,,T-14,2026-03-10 11:45:00,2026-03-10 13:00:00,75,0,Dylan R.
RES-000399,2026-03-10,2026-03-10 13:00:00,2,Lunch,OpenTable,Completed,2026-03-09 12:00:00,1,David Petrov,david.petrov83@gmail.com,778-535-4626,,,T-04,2026-03-10 13:00:00,2026-03-10 14:09:00,69,0,Priya S.
RES-000400,2026-03-10,2026-03-10 20:15:00,6,Dinner,Resy,Completed,2026-03-06 15:15:00,4,Raj Hernandez,raj.hernandez82@yahoo.ca,604-437-8555,Wine enthusiast,,T-12,2026-03-10 20:20:00,2026-03-10 22:19:00,119,5,Mika T.
RES-000401,2026-03-10,2026-03-10 17:30:00,2,Dinner,Resy,Completed,2026-03-10 13:30:00,0,Sarah Collins,sarah.collins36@icloud.com,604-726-4899,Always orders wagyu,,T-08,2026-03-10 17:30:00,2026-03-10 18:50:00,80,0,Mika T.
RES-000402,2026-03-10,2026-03-10 18:15:00,2,Dinner,Phone,Completed,2026-02-28 09:15:00,10,Jennifer Hernandez,jennifer.hernandez40@icloud.com,236-344-6731,,,T-20,2026-03-10 18:20:00,2026-03-10 19:38:00,78,5,Sarah M.
RES-000403,2026-03-10,2026-03-10 17:30:00,3,Dinner,Resy,Completed,2026-03-07 12:30:00,3,Keith Sanchez,keith.sanchez73@icloud.com,604-385-3347,,,T-14,2026-03-10 17:30:00,2026-03-10 19:23:00,113,0,Olivia C.
RES-000404,2026-03-10,2026-03-10 19:30:00,4,Dinner,Resy,Completed,2026-03-05 18:30:00,5,Jacques White,jacques.white58@yahoo.ca,236-265-8802,,,T-14,2026-03-10 19:40:00,2026-03-10 20:58:00,78,10,Priya S.
RES-000405,2026-03-10,2026-03-10 19:30:00,2,Dinner,Walk-In,Completed,2026-03-09 11:30:00,1,Jessica Tanaka,jessica.tanaka78@icloud.com,604-208-1803,,,T-24,2026-03-10 19:30:00,2026-03-10 20:52:00,82,0,Priya S.
RES-000406,2026-03-10,2026-03-10 17:45:00,4,Dinner,Resy,Completed,2026-03-10 17:45:00,0,Iris Fernandez,iris.fernandez99@gmail.com,604-901-6313,,,T-17,2026-03-10 17:55:00,2026-03-10 19:10:00,75,10,Dylan R.
RES-000407,2026-03-10,2026-03-10 20:30:00,3,Dinner,Resy,Completed,2026-02-26 19:30:00,12,Daniel Sanchez,daniel.sanchez9@hotmail.com,778-638-7071,,Near the bar,T-01,2026-03-10 20:40:00,2026-03-10 22:14:00,94,10,James L.
RES-000408,2026-03-10,2026-03-10 17:30:00,3,Dinner,Resy,Completed,2026-03-08 14:30:00,2,Mei Stewart,mei.stewart62@gmail.com,604-252-5136,,,T-11,2026-03-10 17:35:00,2026-03-10 18:58:00,83,5,James L.
RES-000409,2026-03-10,2026-03-10 20:00:00,2,Dinner,Resy,Canceled,2026-03-08 18:00:00,2,Noah Wilson,noah.wilson60@hotmail.com,604-991-9095,,,T-24,,,,,Dylan R.
RES-000410,2026-03-10,2026-03-10 20:15:00,4,Dinner,Phone,No-Show,2026-03-06 20:15:00,4,Keith Sanchez,keith.sanchez73@icloud.com,604-385-3347,,,T-01,,,,,Priya S.
RES-000411,2026-03-10,2026-03-10 19:45:00,2,Dinner,OpenTable,Canceled,2026-03-07 18:45:00,3,Amanda Stewart,amanda.stewart76@outlook.com,604-802-4770,,,T-01,,,,,James L.
RES-000412,2026-03-10,2026-03-10 19:30:00,2,Dinner,Walk-In,Completed,2026-03-09 09:30:00,1,Ravi Singh,ravi.singh59@outlook.com,778-455-2988,,,T-04,2026-03-10 19:30:00,2026-03-10 20:52:00,82,0,Sarah M.
RES-000413,2026-03-10,2026-03-10 18:00:00,2,Dinner,Resy,Completed,2026-03-10 16:00:00,0,Amanda Stewart,amanda.stewart76@outlook.com,604-802-4770,Knows Chef Tanaka,,T-13,2026-03-10 18:00:00,2026-03-10 19:20:00,80,0,Dylan R.
RES-000414,2026-03-10,2026-03-10 18:15:00,4,Dinner,OpenTable,Completed,2026-03-10 18:15:00,0,Ingrid Anderson,ingrid.anderson34@gmail.com,604-840-4457,,,T-14,2026-03-10 18:15:00,2026-03-10 19:37:00,82,0,James L.
RES-000415,2026-03-10,2026-03-10 18:00:00,2,Dinner,OpenTable,Completed,2026-03-08 09:00:00,2,Diego Dubois,diego.dubois25@gmail.com,604-684-7669,,,T-16,2026-03-10 18:10:00,2026-03-10 19:30:00,80,10,Dylan R.
RES-000416,2026-03-11,2026-03-11 13:00:00,2,Lunch,Resy,Completed,2026-03-11 06:00:00,0,Mila Gonzalez,mila.gonzalez75@hotmail.com,778-322-5033,,,T-02,2026-03-11 13:05:00,2026-03-11 14:23:00,78,5,Olivia C.
RES-000417,2026-03-11,2026-03-11 12:15:00,3,Lunch,Website,Completed,2026-03-10 11:15:00,1,Nicole Roberts,nicole.roberts92@yahoo.ca,778-848-9984,,,T-03,2026-03-11 12:15:00,2026-03-11 13:13:00,58,0,Mika T.
RES-000418,2026-03-11,2026-03-11 13:00:00,4,Lunch,OpenTable,Completed,2026-03-08 06:00:00,3,Amanda Stewart,amanda.stewart76@outlook.com,604-802-4770,,Quiet table please,T-18,2026-03-11 13:05:00,2026-03-11 14:08:00,63,5,Priya S.
RES-000419,2026-03-11,2026-03-11 13:15:00,5,Lunch,OpenTable,Completed,2026-03-10 12:15:00,1,Ingrid Brown,ingrid.brown39@icloud.com,236-874-9543,Food blogger,,T-13,2026-03-11 13:20:00,2026-03-11 14:37:00,77,5,Mika T.
RES-000420,2026-03-11,2026-03-11 12:00:00,2,Lunch,Resy,Canceled,2026-03-11 06:00:00,0,Jonathan Collins,jonathan.collins36@outlook.com,604-810-1046,,,T-14,,,,,Priya S.
RES-000421,2026-03-11,2026-03-11 11:30:00,4,Lunch,OpenTable,Completed,2026-02-27 07:30:00,12,Amy Martin,amy.martin25@outlook.com,236-748-4033,,,T-06,2026-03-11 11:30:00,2026-03-11 12:52:00,82,0,Sarah M.
RES-000422,2026-03-11,2026-03-11 12:45:00,4,Lunch,OpenTable,Late Cancel,2026-03-07 04:45:00,4,Lisa Rogers,lisa.rogers53@yahoo.ca,604-489-7347,,,T-02,,,,,Mika T.
RES-000423,2026-03-11,2026-03-11 12:45:00,3,Lunch,Resy,Completed,2026-03-10 10:45:00,1,Stephanie Gupta,stephanie.gupta64@yahoo.ca,604-863-3522,,,T-04,2026-03-11 12:45:00,2026-03-11 13:56:00,71,0,Sarah M.
RES-000424,2026-03-11,2026-03-11 12:30:00,2,Lunch,OpenTable,Completed,2026-03-09 00:30:00,2,Jessica Taylor,jessica.taylor89@outlook.com,604-426-7625,,,T-16,2026-03-11 12:35:00,2026-03-11 13:30:00,55,5,Dylan R.
RES-000425,2026-03-11,2026-03-11 13:15:00,3,Lunch,Phone,Completed,2026-02-28 02:15:00,11,Noah Wilson,noah.wilson60@hotmail.com,604-991-9095,,,T-15,2026-03-11 13:20:00,2026-03-11 14:23:00,63,5,Olivia C.
RES-000426,2026-03-11,2026-03-11 13:15:00,2,Lunch,OpenTable,Completed,2026-03-09 02:15:00,2,Marco Kim,marco.kim56@outlook.com,604-796-3426,,,T-10,2026-03-11 13:15:00,2026-03-11 14:10:00,55,0,Dylan R.
RES-000427,2026-03-11,2026-03-11 12:15:00,2,Lunch,OpenTable,Canceled,2026-02-25 02:15:00,14,Robert Robinson,robert.robinson16@gmail.com,604-496-6375,,,T-09,,,,,Priya S.
RES-000428,2026-03-11,2026-03-11 19:30:00,4,Dinner,Walk-In,Completed,2026-03-11 16:30:00,0,Yuki White,yuki.white39@icloud.com,604-246-1609,,,T-02,2026-03-11 19:30:00,2026-03-11 21:14:00,104,0,Priya S.
RES-000429,2026-03-11,2026-03-11 17:30:00,4,Dinner,OpenTable,Completed,2026-03-06 16:30:00,5,Ravi Turner,ravi.turner54@outlook.com,778-714-9641,Prefers patio seating,Window seat preferred,T-17,2026-03-11 17:30:00,2026-03-11 19:05:00,95,0,Mika T.
RES-000430,2026-03-11,2026-03-11 19:00:00,4,Dinner,OpenTable,No-Show,2026-02-28 15:00:00,11,Laura Roberts,laura.roberts21@yahoo.ca,778-850-6977,,,T-03,,,,,James L.
RES-000431,2026-03-11,2026-03-11 18:00:00,2,Dinner,OpenTable,No-Show,2026-03-03 15:00:00,8,Samantha Silva,samantha.silva45@hotmail.com,604-275-8237,,,T-22,,,,,Olivia C.
