Date,Transaction_ID,Payment_ID,Event_Type,Location,Source,Customer_Name,Customer_ID,Device_Name,Team_Member,Gross_Sales,Discounts,Net_Sales,Tax,Tip,Total_Collected,Fees,Net_Total,Payment_Method,Card_Entry_Method,Card_Last_4,Cash_Rounding,Order_Type
2026-02-07 19:20:41,82DE3EF3B41B446AB8,82DE3EF3B41B446AB8,Payment,Main Dining,Square POS,Daniel Smith,46E24AC7D8,Dining Room POS 2,Priya K.,132.00,0.00,132.00,15.84,33.00,180.84,-4.89,175.95,Visa,Chip,5743,0.00,Dine-In
2026-02-07 19:30:35,EC1392F963D742F58C,EC1392F963D742F58C,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,162.00,0.00,162.00,19.44,32.40,213.84,-5.77,208.07,Interac Debit,Tap,4214,0.00,Dine-In
2026-02-07 19:33:24,30B17E49BD3C4762B4,30B17E49BD3C4762B4,Payment,Main Dining,Square POS,Aiko Martin,386800F323,Bar Terminal,Leo C.,324.50,0.00,324.50,38.94,58.41,421.85,-11.28,410.57,Visa,Tap,9590,0.00,Dine-In
2026-02-07 19:33:31,D66A7CCD601D476E93,D66A7CCD601D476E93,Payment,Main Dining,Square Online,Harper Brown,2BED8DDD8A,Dining Room POS 1,Priya K.,259.00,0.00,259.00,31.08,0.00,290.08,0.00,290.08,Cash,,,0.00,Delivery
2026-02-07 19:37:47,337A94F6EC1B470BA5,337A94F6EC1B470BA5,Payment,Main Dining,Square POS,Owen Moore,A10EC627F8,Dining Room POS 2,Emma W.,262.50,0.00,262.50,31.50,39.38,333.38,-8.93,324.45,Interac Debit,Tap,6586,0.00,Dine-In
2026-02-07 19:38:29,90BEEC067E044A4384,90BEEC067E044A4384,Payment,Main Dining,Square POS,Owen Chen,F7F94E3A06,Host Stand,James L.,314.00,0.00,314.00,37.68,47.10,398.78,-10.67,388.11,Visa,Tap,1340,0.00,Dine-In
2026-02-07 19:39:34,755929D6746344258A,755929D6746344258A,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,105.00,0.00,105.00,12.60,18.90,136.50,-3.72,132.78,Gift Card,,,0.00,Dine-In
2026-02-07 19:40:22,A3E8782AFAF44CF7BA,A3E8782AFAF44CF7BA,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,214.00,0.00,214.00,25.68,42.80,282.48,-7.59,274.89,Interac Debit,Tap,2258,0.00,Dine-In
2026-02-07 19:42:40,C6EB2ABFC330481D9C,C6EB2ABFC330481D9C,Payment,Main Dining,Square POS,Yuki Nakamura,0D2F4BC00C,Bar Terminal,James L.,213.50,0.00,213.50,25.62,42.70,281.82,-7.57,274.25,Mastercard,Chip,6710,0.00,Dine-In
2026-02-07 19:44:34,BAC7236BC2AC42A29A,BAC7236BC2AC42A29A,Payment,Main Dining,Square POS,Sophia Nakamura,ED8955EDAA,Host Stand,Emma W.,133.00,0.00,133.00,15.96,19.95,168.91,-4.58,164.33,Interac Debit,Tap,6636,0.00,Dine-In
2026-02-07 19:45:10,A159C5F4AD9C4292AE,A159C5F4AD9C4292AE,Payment,Main Dining,Square POS,,,Host Stand,Leo C.,337.00,0.00,337.00,40.44,67.40,444.84,-11.89,432.95,Interac Debit,Tap,7656,0.00,Dine-In
2026-02-07 19:45:14,B6120E5135DB4F08B9,B6120E5135DB4F08B9,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,213.00,0.00,213.00,25.56,0.00,238.56,-6.42,232.14,Mastercard,Chip,4322,0.00,Takeout
2026-02-07 19:45:39,16FA69DFA2EC4F07A2,16FA69DFA2EC4F07A2,Payment,Main Dining,Square Online,Noah Zhang,FB4F4301CA,Dining Room POS 1,Priya K.,130.00,0.00,130.00,15.60,0.00,145.60,-3.96,141.64,Mastercard,Chip,4995,0.00,Delivery
2026-02-07 19:46:56,BBB6074403EC4C92BF,BBB6074403EC4C92BF,Payment,Main Dining,Square POS,,,Host Stand,Marcus T.,255.00,0.00,255.00,30.60,51.00,336.60,-9.02,327.58,Visa,Tap,2643,0.00,Dine-In
2026-02-07 19:57:00,2723309F8EDC40199B,2723309F8EDC40199B,Payment,Main Dining,Square POS,,,Host Stand,James L.,96.00,0.00,96.00,11.52,19.20,126.72,-3.46,123.26,Amex,Tap,9433,0.00,Dine-In
2026-02-07 19:59:55,9DBBE5C0565C4D7793,9DBBE5C0565C4D7793,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,258.00,0.00,258.00,30.96,38.70,327.66,-8.78,318.88,Visa,Chip,3913,0.00,Takeout
2026-02-07 20:00:53,97C432D1B24749EEBE,97C432D1B24749EEBE,Payment,Main Dining,Square Online,David Singh,20598320F1,Dining Room POS 1,Marcus T.,86.50,0.00,86.50,10.38,0.00,96.88,0.00,96.89,Cash,,,0.01,Delivery
2026-02-07 20:03:29,E72852DE2D6C4272B3,E72852DE2D6C4272B3,Payment,Main Dining,Square POS,Olivia Patel,14FFFAF1E0,Bar Terminal,Marcus T.,139.00,0.00,139.00,16.68,27.80,183.48,-4.96,178.52,Mastercard,Chip,7229,0.00,Dine-In
2026-02-07 20:09:02,EA92DDB5C79640E8A7,EA92DDB5C79640E8A7,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,178.00,0.00,178.00,21.36,26.70,226.06,-6.09,219.97,Interac Debit,Tap,1334,0.00,Takeout
2026-02-07 20:11:38,699946F1F57B47F186,699946F1F57B47F186,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,149.50,0.00,149.50,17.94,32.89,200.33,-5.41,194.92,Visa,Tap,8404,0.00,Dine-In
2026-02-07 20:16:03,AC0F3F3E3BC44B5687,AC0F3F3E3BC44B5687,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,201.00,0.00,201.00,24.12,36.18,261.30,-7.02,254.28,Visa,Chip,8745,0.00,Dine-In
2026-02-07 20:25:44,F63C939EA9AF48E58A,F63C939EA9AF48E58A,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,94.00,0.00,94.00,11.28,18.80,124.08,-3.39,120.69,Visa,Tap,3261,0.00,Dine-In
2026-02-07 20:27:43,8D18EFEBACAB4229BD,8D18EFEBACAB4229BD,Payment,Main Dining,Square POS,,,Bar Terminal,Leo C.,117.00,0.00,117.00,14.04,21.06,152.10,-4.13,147.97,Mastercard,Chip,3188,0.00,Dine-In
2026-02-07 20:32:19,3568A9F79440426887,3568A9F79440426887,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,218.00,0.00,218.00,26.16,43.60,287.76,-7.73,280.03,Visa,Chip,4039,0.00,Dine-In
2026-02-07 20:37:21,A5AD1940199E40339E,A5AD1940199E40339E,Payment,Main Dining,Square POS,Michael Lee,A02466D577,Dining Room POS 2,Marcus T.,166.00,0.00,166.00,19.92,29.88,215.80,-5.82,209.98,Visa,Tap,9472,0.00,Dine-In
2026-02-07 20:38:09,B24197EE8EF3407A9C,B24197EE8EF3407A9C,Payment,Main Dining,Square POS,,,Dining Room POS 2,Marcus T.,189.50,0.00,189.50,22.74,47.38,259.62,-6.98,252.64,Mastercard,Tap,5401,0.00,Dine-In
2026-02-07 20:38:19,479C6B28147D4E8EBB,479C6B28147D4E8EBB,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,107.00,0.00,107.00,12.84,21.40,141.24,-3.84,137.40,Mastercard,Tap,4966,0.00,Dine-In
2026-02-07 20:39:55,C86E076E776E483EB1,C86E076E776E483EB1,Payment,Main Dining,Square Online,,,Dining Room POS 1,James L.,164.50,0.00,164.50,19.74,0.00,184.24,-4.98,179.26,Visa,Chip,2142,0.00,Delivery
2026-02-07 20:43:46,FCD95C3A02314AB88D,FCD95C3A02314AB88D,Payment,Main Dining,Square POS,Ava Kim,997114B5CE,Dining Room POS 1,Leo C.,84.00,0.00,84.00,10.08,8.40,102.48,-2.82,99.66,Mastercard,Tap,2449,0.00,Takeout
2026-02-07 20:46:47,977F1F1299F147F793,977F1F1299F147F793,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,160.00,0.00,160.00,19.20,0.00,179.20,-4.85,174.35,Interac Debit,Tap,1983,0.00,Delivery
2026-02-07 20:49:54,5C40935F1F1C4361A9,5C40935F1F1C4361A9,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,154.00,0.00,154.00,18.48,7.70,180.18,-4.87,175.31,Visa,Chip,8293,0.00,Takeout
2026-02-07 20:50:58,0BE24E1B4DB342AD9E,0BE24E1B4DB342AD9E,Payment,Main Dining,Square POS,Sophia Nakamura,ED8955EDAA,Bar Terminal,Emma W.,145.00,0.00,145.00,17.40,21.75,184.15,-4.98,179.17,Visa,Chip,3269,0.00,Dine-In
2026-02-07 20:59:25,CDC540ED0ED54042B5,CDC540ED0ED54042B5,Payment,Main Dining,Square Online,Aiko Kim,36D6B6318B,Dining Room POS 1,Priya K.,129.00,0.00,129.00,15.48,0.00,144.48,-3.93,140.55,Visa,Chip,9772,0.00,Delivery
2026-02-07 21:05:52,0AC733EFB40E4C1287,0AC733EFB40E4C1287,Payment,Main Dining,Square POS,Ravi Smith,2DCF0321A1,Dining Room POS 2,James L.,261.50,0.00,261.50,31.38,52.30,345.18,0.00,345.16,Cash,,,-0.02,Dine-In
2026-02-07 21:07:46,81E64F1F89394723AE,81E64F1F89394723AE,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,270.50,0.00,270.50,32.46,13.53,316.49,-8.49,308.00,Visa,Chip,1105,0.00,Takeout
2026-02-07 21:19:53,4C61441E3AA840AA87,4C61441E3AA840AA87,Payment,Main Dining,Square POS,,,Bar Terminal,Sarah M.,166.00,0.00,166.00,19.92,29.88,215.80,-5.82,209.98,Visa,Chip,6232,0.00,Dine-In
2026-02-07 21:23:05,67262BFD00DF4BB381,67262BFD00DF4BB381,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,295.50,0.00,295.50,35.46,59.10,390.06,-10.44,379.62,Visa,Tap,3717,0.00,Dine-In
2026-02-07 21:28:32,5B19E76B466040FC9F,5B19E76B466040FC9F,Payment,Main Dining,Square POS,Chloe Harris,CB35BC510A,Host Stand,Emma W.,129.50,0.00,129.50,15.54,23.31,168.35,-4.56,163.79,Amex,Chip,1356,0.00,Dine-In
2026-02-07 21:28:39,41085C72799E4946AA,41085C72799E4946AA,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,157.50,0.00,157.50,18.90,7.88,184.28,-4.98,179.30,Interac Debit,Tap,3645,0.00,Takeout
2026-02-07 21:29:06,8251BE39B9554BBA88,8251BE39B9554BBA88,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,201.00,0.00,201.00,24.12,40.20,265.32,-7.13,258.19,Visa,Chip,5584,0.00,Dine-In
2026-02-07 21:30:00,66D5F2053C494F7B91,66D5F2053C494F7B91,Payment,Main Dining,Square POS,,,Bar Terminal,Priya K.,177.00,0.00,177.00,21.24,38.94,237.18,-6.39,230.79,Mastercard,Tap,6156,0.00,Dine-In
2026-02-07 21:30:42,DE1FF22DFFDE43ACAD,DE1FF22DFFDE43ACAD,Payment,Main Dining,Square POS,Lucas Jones,C792040F14,Dining Room POS 1,James L.,138.00,0.00,138.00,16.56,30.36,184.92,-5.00,179.92,Mastercard,Chip,4938,0.00,Dine-In
2026-02-07 21:31:42,F69C4D35262D4E8B81,F69C4D35262D4E8B81,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,42.00,0.00,42.00,5.04,8.40,55.44,-1.57,53.87,Visa,Chip,1274,0.00,Dine-In
2026-02-07 21:36:24,F10130CFC58C448086,F10130CFC58C448086,Payment,Main Dining,Square Online,Ryan Wilson,BE60A2D139,Dining Room POS 1,Priya K.,137.00,0.00,137.00,16.44,0.00,153.44,-4.17,149.27,Interac Debit,Tap,5007,0.00,Delivery
2026-02-07 21:38:16,0C91F8EB266E4B9E82,0C91F8EB266E4B9E82,Payment,Main Dining,Square POS,Lily Thompson,9EFF529597,Dining Room POS 1,Emma W.,105.00,0.00,105.00,12.60,10.50,128.10,-3.49,124.61,Visa,Chip,1526,0.00,Takeout
2026-02-07 21:39:28,F0C18326B839427AA6,F0C18326B839427AA6,Payment,Main Dining,Square POS,Raj Williams,41FFE75AEB,Dining Room POS 1,Marcus T.,166.00,0.00,166.00,19.92,33.20,219.12,-5.91,213.21,Visa,Tap,7789,0.00,Dine-In
2026-02-07 21:44:47,267575EA71D04A5AA3,267575EA71D04A5AA3,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,58.00,0.00,58.00,6.96,8.70,73.66,-2.05,71.61,Interac Debit,Tap,7474,0.00,Dine-In
2026-02-07 21:45:00,DE3E91B8219548468E,DE3E91B8219548468E,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,114.00,0.00,114.00,13.68,20.52,148.20,-4.03,144.17,Visa,Tap,5286,0.00,Dine-In
2026-02-07 21:47:39,505DC809CD0A457BA8,505DC809CD0A457BA8,Payment,Main Dining,Square POS,Sarah Smith,4A14DF441F,Bar Terminal,Leo C.,189.50,0.00,189.50,22.74,41.69,253.93,-6.83,247.10,Visa,Tap,8108,0.00,Dine-In
2026-02-07 21:49:13,61292BE40F0B494C8A,61292BE40F0B494C8A,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,120.00,0.00,120.00,14.40,26.40,160.80,-4.36,156.44,Visa,Chip,1850,0.00,Dine-In
2026-02-07 21:50:47,A44F99C0138B45678B,A44F99C0138B45678B,Payment,Main Dining,Square Online,,,Dining Room POS 1,Leo C.,126.00,0.00,126.00,15.12,0.00,141.12,0.00,141.13,Cash,,,0.01,Delivery
2026-02-07 21:52:37,EAD02748696248729B,EAD02748696248729B,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,139.00,0.00,139.00,16.68,25.02,180.70,-4.89,175.81,Mastercard,Chip,8234,0.00,Dine-In
2026-02-07 21:56:03,4C1C65D26088472999,4C1C65D26088472999,Payment,Main Dining,Square POS,Alexander Smith,09A7170E84,Dining Room POS 1,Marcus T.,106.00,0.00,106.00,12.72,19.08,137.80,-3.75,134.05,Visa,Chip,6771,0.00,Dine-In
2026-02-07 21:56:47,597FE2E0824B470B8C,597FE2E0824B470B8C,Payment,Main Dining,Square POS,Mason Johnson,C4A0575A47,Dining Room POS 1,Priya K.,104.00,0.00,104.00,12.48,18.72,135.20,-3.68,131.52,Visa,Chip,2344,0.00,Dine-In
2026-02-07 21:56:52,9D373DC066EC46C491,9D373DC066EC46C491,Payment,Main Dining,Square POS,,,Host Stand,James L.,124.00,0.00,124.00,14.88,24.80,163.68,-4.44,159.24,Mastercard,Chip,9918,0.00,Dine-In
2026-02-07 21:57:00,7DA76F0A8BDE497B9A,7DA76F0A8BDE497B9A,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,315.00,0.00,315.00,37.80,63.00,415.80,-11.12,404.68,Mastercard,Chip,2425,0.00,Dine-In
2026-02-08 10:01:16,2AE585FB5C7C477096,2AE585FB5C7C477096,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,74.00,0.00,74.00,8.88,14.80,97.68,-2.69,94.99,Mastercard,Tap,5742,0.00,Dine-In
2026-02-08 10:01:37,B9D49D14C31F4C0D8E,B9D49D14C31F4C0D8E,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,72.00,0.00,72.00,8.64,0.00,80.64,-2.24,78.40,Interac Debit,Tap,3500,0.00,Takeout
2026-02-08 10:08:05,74671F140E864CA08E,74671F140E864CA08E,Payment,Main Dining,Square Online,,,Dining Room POS 1,Leo C.,125.00,0.00,125.00,15.00,0.00,140.00,-3.81,136.19,Gift Card,,,0.00,Delivery
2026-02-08 10:09:16,DF3FDD4A4C8A47219F,DF3FDD4A4C8A47219F,Payment,Main Dining,Square Online,,,Dining Room POS 1,Leo C.,143.00,0.00,143.00,17.16,0.00,160.16,-4.34,155.82,Visa,Tap,1973,0.00,Delivery
2026-02-08 10:14:05,658F28B3666947B1BD,658F28B3666947B1BD,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,185.50,0.00,185.50,22.26,37.10,244.86,-6.59,238.27,Mastercard,Chip,9125,0.00,Dine-In
2026-02-08 10:14:16,87ED3236CD2A4AD199,87ED3236CD2A4AD199,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,58.50,0.00,58.50,7.02,10.53,76.05,-2.12,73.93,Mastercard,Tap,6074,0.00,Dine-In
2026-02-08 10:21:57,9966C896FA7B4EC997,9966C896FA7B4EC997,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,67.00,0.00,67.00,8.04,12.06,87.10,-2.41,84.69,Visa,Tap,1816,0.00,Dine-In
2026-02-08 10:22:40,0DEA5F7314B046F0B8,0DEA5F7314B046F0B8,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,82.00,0.00,82.00,9.84,14.76,106.60,-2.92,103.68,Visa,Tap,5757,0.00,Dine-In
2026-02-08 10:30:55,733234B305544BF7B7,733234B305544BF7B7,Payment,Main Dining,Square POS,,,Bar Terminal,Marcus T.,117.00,0.00,117.00,14.04,23.40,154.44,-4.19,150.25,Mastercard,Tap,2665,0.00,Dine-In
2026-02-08 10:38:04,C1A1C26BA2D144A19F,C1A1C26BA2D144A19F,Payment,Main Dining,Square POS,,,Bar Terminal,Leo C.,122.00,0.00,122.00,14.64,24.40,161.04,-4.37,156.67,Visa,Tap,2642,0.00,Dine-In
2026-02-08 10:38:14,9AC46999B45F4446B2,9AC46999B45F4446B2,Payment,Main Dining,Square POS,Michael Thompson,240E020588,Host Stand,Leo C.,88.50,-35.05,53.45,6.41,8.02,67.88,-1.90,65.98,Gift Card,,,0.00,Dine-In
2026-02-08 10:39:45,31462A4B94974FE398,31462A4B94974FE398,Payment,Main Dining,Square POS,Isabella Taylor,D8165DAEB8,Dining Room POS 1,Priya K.,175.00,0.00,175.00,21.00,8.75,204.75,-5.53,199.22,Gift Card,,,0.00,Takeout
2026-02-08 10:39:59,2F9A87A9681042C59D,2F9A87A9681042C59D,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,70.00,0.00,70.00,8.40,7.00,85.40,-2.36,83.04,Interac Debit,Tap,9425,0.00,Takeout
2026-02-08 10:40:36,C074C48ED790408492,C074C48ED790408492,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,145.00,0.00,145.00,17.40,26.10,188.50,-5.10,183.40,Gift Card,,,0.00,Dine-In
2026-02-08 10:41:40,CB532A19C6C045238E,CB532A19C6C045238E,Payment,Main Dining,Square POS,Ken Singh,D65F386ADC,Bar Terminal,James L.,36.00,0.00,36.00,4.32,6.48,46.80,-1.34,45.46,Gift Card,,,0.00,Dine-In
2026-02-08 10:43:12,0815C623624B4D8DAE,0815C623624B4D8DAE,Payment,Main Dining,Square POS,Chloe Zhang,580FF67029,Dining Room POS 2,Leo C.,111.00,0.00,111.00,13.32,22.20,146.52,-3.98,142.54,Gift Card,,,0.00,Dine-In
2026-02-08 10:46:11,63CC839525AE43D1AF,63CC839525AE43D1AF,Payment,Main Dining,Square POS,Amelia Chen,8BDA0F6500,Bar Terminal,James L.,111.50,0.00,111.50,13.38,16.72,141.60,-3.85,137.75,Visa,Tap,5025,0.00,Dine-In
2026-02-08 10:49:13,3366BC828F4C4010BA,3366BC828F4C4010BA,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,122.00,0.00,122.00,14.64,21.96,158.60,-4.30,154.30,Gift Card,,,0.00,Dine-In
2026-02-08 11:02:27,2208027D5B254481B2,2208027D5B254481B2,Payment,Main Dining,Square POS,Harper Choi,6A24529A59,Dining Room POS 1,Leo C.,118.00,0.00,118.00,14.16,11.80,143.96,-3.91,140.05,Interac Debit,Tap,1259,0.00,Takeout
2026-02-08 11:10:36,B76A66E27E9348B79E,B76A66E27E9348B79E,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,74.00,0.00,74.00,8.88,3.70,86.58,-2.39,84.19,Interac Debit,Tap,7597,0.00,Takeout
2026-02-08 11:13:01,8EF76A28849F4AFFA1,8EF76A28849F4AFFA1,Payment,Main Dining,Square POS,Mason Taylor,F7463CB955,Dining Room POS 1,Marcus T.,129.50,0.00,129.50,15.54,0.00,145.04,-3.94,141.10,Visa,Tap,1043,0.00,Takeout
2026-02-08 11:19:14,0E1E6708B5384B6683,0E1E6708B5384B6683,Payment,Main Dining,Square POS,David Patel,7B2AE1F4FF,Bar Terminal,James L.,139.50,0.00,139.50,16.74,20.93,177.17,-4.80,172.37,Visa,Chip,8793,0.00,Dine-In
2026-02-08 11:20:58,B2214731C26A46F197,B2214731C26A46F197,Payment,Main Dining,Square POS,Ethan Jones,316E541674,Dining Room POS 1,Leo C.,87.50,0.00,87.50,10.50,13.12,111.12,-3.04,108.08,Visa,Tap,8554,0.00,Takeout
2026-02-08 11:29:15,E57D9B0A118744929F,E57D9B0A118744929F,Payment,Main Dining,Square POS,Daniel Patel,9E36DB1305,Bar Terminal,Sarah M.,71.00,-49.75,21.25,2.55,4.25,28.05,-0.84,27.21,Interac Debit,Tap,8346,0.00,Dine-In
2026-02-08 11:38:09,43F369015FF64EE0BE,43F369015FF64EE0BE,Payment,Main Dining,Square POS,,,Host Stand,Marcus T.,65.00,0.00,65.00,7.80,9.75,82.55,0.00,82.55,Cash,,,0.00,Dine-In
2026-02-08 11:40:12,7DDD9B1468984CF184,7DDD9B1468984CF184,Payment,Main Dining,Square POS,,,Bar Terminal,Sarah M.,63.00,0.00,63.00,7.56,12.60,83.16,-2.30,80.86,Mastercard,Tap,5182,0.00,Dine-In
2026-02-08 11:40:26,ECC2F7F5FC414C3484,ECC2F7F5FC414C3484,Payment,Main Dining,Square POS,Daniel Jones,87F45C6AD6,Host Stand,Marcus T.,134.50,0.00,134.50,16.14,24.21,174.85,-4.73,170.12,Visa,Chip,4911,0.00,Dine-In
2026-02-08 11:46:53,134B6AC6C5F74402AA,134B6AC6C5F74402AA,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,152.00,0.00,152.00,18.24,0.00,170.24,-4.61,165.63,Interac Debit,Tap,9390,0.00,Delivery
2026-02-08 11:47:41,BF122767D9454AC3B0,BF122767D9454AC3B0,Payment,Main Dining,Square Online,,,Dining Room POS 1,James L.,90.00,0.00,90.00,10.80,0.00,100.80,0.00,100.81,Cash,,,0.01,Delivery
2026-02-08 12:00:02,BC21BB1A46E14FB5AE,BC21BB1A46E14FB5AE,Payment,Main Dining,Square POS,Jack Moore,D5BAC0071D,Dining Room POS 2,Marcus T.,146.50,0.00,146.50,17.58,26.37,190.45,0.00,190.47,Cash,,,0.02,Dine-In
2026-02-08 12:02:18,D7A1E78F805546BB87,D7A1E78F805546BB87,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,124.00,0.00,124.00,14.88,18.60,157.48,-4.27,153.21,Visa,Chip,2573,0.00,Dine-In
2026-02-08 12:05:42,32123EB004764CD9B3,32123EB004764CD9B3,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,67.00,0.00,67.00,8.04,14.74,89.78,0.00,89.77,Cash,,,-0.01,Dine-In
2026-02-08 12:09:09,8D01B5720E7847CD8D,8D01B5720E7847CD8D,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,140.00,0.00,140.00,16.80,21.00,177.80,-4.81,172.99,Gift Card,,,0.00,Takeout
2026-02-08 12:09:37,52361048A0A04ACBB8,52361048A0A04ACBB8,Payment,Main Dining,Square POS,David Wilson,B2DC072895,Dining Room POS 1,James L.,202.00,0.00,202.00,24.24,20.20,246.44,-6.63,239.81,Gift Card,,,0.00,Takeout
2026-02-08 12:15:59,F3EFF471A54643FF93,F3EFF471A54643FF93,Payment,Main Dining,Square POS,Ava Kim,997114B5CE,Dining Room POS 1,James L.,168.00,0.00,168.00,20.16,8.40,196.56,-5.31,191.25,Interac Debit,Tap,1206,0.00,Takeout
2026-02-08 12:18:26,84FCEA9A02D34FF999,84FCEA9A02D34FF999,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,171.00,0.00,171.00,20.52,30.78,222.30,-5.99,216.31,Gift Card,,,0.00,Dine-In
2026-02-08 12:23:31,0C3D4343F0BB4233BC,0C3D4343F0BB4233BC,Payment,Main Dining,Square POS,Yuki Nakamura,0D2F4BC00C,Dining Room POS 1,Leo C.,47.00,0.00,47.00,5.64,2.35,54.99,-1.56,53.43,Visa,Tap,6394,0.00,Takeout
2026-02-08 12:24:15,FA4CA36EFA9940A2A1,FA4CA36EFA9940A2A1,Payment,Main Dining,Square POS,Harpreet Kaur,2D5111D5F3,Dining Room POS 2,James L.,59.00,0.00,59.00,7.08,11.80,77.88,-2.16,75.72,Mastercard,Tap,8460,0.00,Dine-In
2026-02-08 12:29:43,983023B76BC145B998,983023B76BC145B998,Payment,Main Dining,Square POS,Charlotte Jones,FF12B476BC,Dining Room POS 1,Priya K.,120.50,0.00,120.50,14.46,24.10,159.06,-4.32,154.74,Gift Card,,,0.00,Dine-In
2026-02-08 12:31:25,7912869EE9DE452488,7912869EE9DE452488,Payment,Main Dining,Square POS,Daniel Patel,9E36DB1305,Dining Room POS 1,Sarah M.,56.00,0.00,56.00,6.72,5.60,68.32,-1.91,66.41,Mastercard,Tap,7584,0.00,Takeout
2026-02-08 12:31:54,695BCDE7241F473B96,695BCDE7241F473B96,Payment,Main Dining,Square Online,,,Dining Room POS 1,James L.,101.00,0.00,101.00,12.12,0.00,113.12,-3.10,110.02,Visa,Chip,3627,0.00,Delivery
2026-02-08 12:38:35,02B9D9A79D7B4DF7B4,02B9D9A79D7B4DF7B4,Payment,Main Dining,Square POS,,,Dining Room POS 2,Emma W.,121.00,0.00,121.00,14.52,21.78,157.30,-4.27,153.03,Visa,Chip,7589,0.00,Dine-In
2026-02-08 12:38:54,2D1AA69E978D471386,2D1AA69E978D471386,Payment,Main Dining,Square POS,Mason Kim,CCAE222619,Dining Room POS 1,Emma W.,99.00,0.00,99.00,11.88,0.00,110.88,-3.04,107.84,Interac Debit,Tap,4646,0.00,Takeout
2026-02-08 12:42:36,9BEF9C98D6E04C73BF,9BEF9C98D6E04C73BF,Payment,Main Dining,Square Online,,,Dining Room POS 1,James L.,136.50,0.00,136.50,16.38,0.00,152.88,-4.15,148.73,Interac Debit,Tap,8825,0.00,Delivery
2026-02-08 12:56:05,E728D4D71E0440528A,E728D4D71E0440528A,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,44.00,0.00,44.00,5.28,11.00,60.28,-1.70,58.58,Visa,Tap,6279,0.00,Dine-In
2026-02-08 13:02:32,B9D7D557105642DD92,B9D7D557105642DD92,Payment,Main Dining,Square POS,,,Bar Terminal,Marcus T.,50.00,0.00,50.00,6.00,11.00,67.00,-1.88,65.12,Visa,Chip,5452,0.00,Dine-In
2026-02-08 13:08:00,8B98DBBAF2A7432BAA,8B98DBBAF2A7432BAA,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,84.50,0.00,84.50,10.14,16.90,111.54,-3.06,108.48,Visa,Tap,1319,0.00,Dine-In
2026-02-08 13:08:48,88A139CBE7364CCE89,88A139CBE7364CCE89,Payment,Main Dining,Square POS,,,Host Stand,Marcus T.,45.50,0.00,45.50,5.46,9.10,60.06,-1.69,58.37,Gift Card,,,0.00,Dine-In
2026-02-08 13:12:46,C50A145548A3433796,C50A145548A3433796,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,82.00,0.00,82.00,9.84,16.40,108.24,-2.97,105.27,Visa,Chip,1104,0.00,Dine-In
2026-02-08 13:15:06,7C7FCE94B3034BDE9B,7C7FCE94B3034BDE9B,Payment,Main Dining,Square POS,,,Bar Terminal,James L.,208.00,0.00,208.00,24.96,37.44,270.40,-7.27,263.13,Visa,Tap,6984,0.00,Dine-In
